관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,용적율,지상층수,지하층수,승강기_수,주차_대수
11350-6336,,지상,서울특별시 노원구 동일로 1622,0.0,2,1,0,0
11350-6949,,지상,서울특별시 노원구 상계로1길 62-47,0.0,4,1,0,0
11350-7524,,지상,서울특별시 노원구 동일로237길 34,189.71,5,0,0,2
11350-2513,11350-24,지상,서울특별시 노원구 덕릉로71길 5,0.0,1,0,0,0
11350-7228,,지상,서울특별시 노원구 섬밭로 12,271.16,5,0,0,4
11350-9285,,지상,서울특별시 노원구 한글비석로20길 10,256.5,5,1,0,5
11350-9343,,지상,서울특별시 노원구 상계로12길 23,163.27,3,1,0,0
11440-1997,,지상,서울특별시 마포구 굴레방로 9,0.0,1,0,0,0
11440-22040,11440-500,지상,서울특별시 마포구 어울마당로 143,0.0,1,0,0,0
11440-22101,,지상,서울특별시 마포구 신촌로 14,0.0,5,1,0,0
11440-22439,,지상,서울특별시 마포구 동교로 183-11,197.27,5,0,0,4
11440-23056,,지상,서울특별시 마포구 토정로 45,98.77,2,1,0,1
11440-23071,,지상,서울특별시 마포구 토정로 27,0.0,3,1,0,0
11440-25362,,지상,서울특별시 마포구 희우정로 86,182.69,4,1,0,2
11170-22935,,지상,서울특별시 용산구 효창원로23나길 8-3,117.09,2,1,0,0
11170-22670,,지상,서울특별시 용산구 두텁바위로 47,208.88,3,0,0,0
11170-22436,,지상,서울특별시 용산구 대사관로20길 8-3,69.97,2,1,0,1
11170-20160,,지상,서울특별시 용산구 한강대로38가길 7-26,50.6264,1,0,0,0
11170-20039,,지상,서울특별시 용산구 대사관로24길 27,184.91,4,1,0,4
11350-9922,,지상,서울특별시 노원구 동일로 1598,157.48,4,1,0,12
11440-18110,11440-26,지상,서울특별시 마포구 독막로 73-1,0.0,0,1,0,0
11215-100184553,,지상,서울특별시 광진구 동일로22길 49,199.96,4,1,1,4
11545-100193025,,지상,서울특별시 금천구 범안로15길 22-4,394.65,8,1,1,7
11440-28351,,지상,서울특별시 마포구 동교로39길 10,181.54,4,1,0,0
11440-28258,,지상,서울특별시 마포구 성미산로29길 23,0.0,2,0,0,0
11470-13653,,지상,서울특별시 양천구 신정로11길 54,228.39,4,1,0,7
11620-32450,,지상,서울특별시 관악구 서림3길 69-8,247.86,5,2,1,5
11470-13630,,지상,서울특별시 양천구 신목로14길 6,224.79,5,1,0,0
11470-12722,,지상,서울특별시 양천구 신정중앙로23길 7,196.43,4,1,0,2
11215-4699,,지상,서울특별시 광진구 면목로 170,0.0,2,1,0,0
11380-23150,,지상,서울특별시 은평구 은평로11길 5,0.0,5,1,0,0
11380-21134,,지상,서울특별시 은평구 연서로26길 16,198.74,4,1,0,5
11380-26720,,지상,서울특별시 은평구 응암로13길 4,0.0,2,0,0,0
11410-7172,,지상,서울특별시 서대문구 통일로 378,0.0,2,1,0,0
11440-20131,,지상,서울특별시 마포구 잔다리로3안길 27,99.28,2,1,0,1
11680-100200888,,지상,서울특별시 강남구 압구정로77길 31,197.4054,5,0,1,6
11305-18329,,지상,서울특별시 강북구 수유로 69-1,0.0,3,1,0,0
11680-100200268,,지상,서울특별시 강남구 학동로77길 24,240.4027,7,2,1,15
11290-6735,,지상,서울특별시 성북구 보문로40길 29,0.0,2,0,0,0
11680-100195647,,지상,서울특별시 강남구 논현로127길 13-11,154.52,4,2,1,5
11680-100195247,,지상,서울특별시 강남구 선릉로148길 26,198.99,6,3,1,8
11680-100195007,,지상,서울특별시 강남구 강남대로146길 7-12,243.39,7,0,1,5
11680-100193047,,지상,서울특별시 강남구 압구정로 455,248.12,6,5,1,22
11200-8397,,지상,서울특별시 성동구 마조로 33,0.0,3,1,0,0
11215-5495,,지상,서울특별시 광진구 면목로 136,236.57,5,1,0,5
11680-100185947,,지상,서울특별시 강남구 학동로 309,249.11,8,3,2,41
11650-9144,,지상,서울특별시 서초구 동산로 91,55.19,1,0,0,0
11200-9763,,지상,서울특별시 성동구 왕십리로21길 29,186.26,4,1,0,3
11200-9466,,지상,서울특별시 성동구 왕십리광장로 8,0.0,2,1,0,0
11650-9124,,지상,서울특별시 서초구 동산로19길 30-14,227.9,5,1,0,5
11650-9121,,지상,서울특별시 서초구 동산로19길 24,126.5,3,0,0,3
11200-9134,,지상,서울특별시 성동구 고산자로8길 26,161.26,3,1,0,3
11650-9113,,지상,서울특별시 서초구 동산로19길 40-12,196.24,4,1,0,3
11650-9110,,지상,서울특별시 서초구 논현로13길 20,142.85,3,1,0,3
11215-3538,,지상,서울특별시 광진구 용마산로5길 16,0.0,2,1,0,0
11650-8794,,지상,서울특별시 서초구 마방로4길 18,192.24,4,1,0,4
11650-8632,,지상,서울특별시 서초구 양재천로19길 14,304.62,7,1,1,9
11650-8620,,지상,서울특별시 서초구 강남대로23길 23,214.84,5,1,0,4
11305-100196229,,지상,서울특별시 강북구 도봉로87길 43,276.45,5,1,1,2
11650-8580,,지상,서울특별시 서초구 양재천로 65,188.6,5,1,0,3
11650-8559,,지상,서울특별시 서초구 강남대로25길 65,237.32,5,1,0,4
11650-8490,,지상,서울특별시 서초구 양재천로 95-2,298.46,7,1,1,8
11215-17265,,지상,서울특별시 광진구 뚝섬로41길 8,199.42,4,1,0,8
11215-16964,,지상,서울특별시 광진구 능동로4길 35,0.0,3,1,0,0
11440-100206707,,지상,서울특별시 마포구 월드컵북로 497,277.4,5,1,2,19
11620-6069,,지상,서울특별시 관악구 난곡로57길 47,287.49,5,1,0,5
11620-5964,,지상,서울특별시 관악구 대학길 16,238.02,5,1,0,4
11620-5772,,지상,서울특별시 관악구 봉천로 569,299.21,7,1,1,5
11380-7731,,지상,서울특별시 은평구 통일로 716,0.0,4,1,0,0
11620-5237,,지상,서울특별시 관악구 신림로67길 14,243.15,5,1,0,0
11620-5110,,지상,서울특별시 관악구 신림로7나길 8,169.67,4,1,0,2
11215-25776,,지상,서울특별시 광진구 동일로 288,0.0,4,1,0,12
11440-28035,,지상,서울특별시 마포구 동교로 257,199.78,5,1,0,2
11440-29302,,지상,서울특별시 마포구 연남로3길 28,0.0,3,1,0,0
11380-23168,11380-100637087,지상,서울특별시 은평구 은평로9길 8,280.68,6,1,0,6
11380-26796,,지상,서울특별시 은평구 응암로9길 18,151.11,3,1,0,0
11500-100341012,,지상,서울특별시 강서구 국회대로7길 114-3,179.51,4,0,0,2
11380-32045,,지상,서울특별시 은평구 역말로 24,0.0,2,1,0,0
11380-34418,,지상,서울특별시 은평구 갈현로 6,0.0,2,1,0,0
11380-34670,,지상,서울특별시 은평구 은평로 18,162.33,4,1,1,0
11410-760,11410-100182279,지상,서울특별시 서대문구 경기대로 55,0.0,3,1,0,0
11410-7806,,지상,서울특별시 서대문구 세무서길 12,0.0,3,1,0,0
11380-15936,,지상,서울특별시 은평구 갈현로 222,0.0,2,1,0,0
11380-19205,,지상,서울특별시 은평구 통일로 749,313.64,4,1,0,0
11215-3236,,지상,서울특별시 광진구 자양로43길 57,231.21,4,1,0,5
11215-27228,,지상,서울특별시 광진구 능동로31길 21,0.0,2,0,0,0
11215-2382,,지상,서울특별시 광진구 영화사로 25,0.0,4,1,0,2
11215-23700,,지상,서울특별시 광진구 광나루로 352,0.0,3,1,0,0
11215-23346,,지상,서울특별시 광진구 동일로24길 95-3,0.0,2,1,0,0
11215-27002,,지상,서울특별시 광진구 천호대로102길 25,179.5,4,1,0,3
11530-9440,,지상,서울특별시 구로구 부일로1가길 12-1,0.0,3,1,0,0
11215-26805,,지상,서울특별시 광진구 광나루로 385,0.0,1,0,0,0
11215-26781,,지상,서울특별시 광진구 군자로 63,0.0,3,0,0,0
11530-8789,,지상,서울특별시 구로구 경인로33길 75,0.0,3,1,0,0
11530-8381,,지상,서울특별시 구로구 도림로14길 15,145.91,4,1,0,7
11530-8056,,지상,서울특별시 구로구 경인로19가길 14-7,0.0,1,0,0,0
11215-19511,,지상,서울특별시 광진구 자양로 48,193.75,4,1,0,8
11215-19503,,지상,서울특별시 광진구 뚝섬로 691-1,262.27,5,1,0,5
11215-17815,11215-100903524,지상,서울특별시 광진구 자양번영로 46,277.47,5,1,1,8
11215-25143,,지상,서울특별시 광진구 광나루로 424,0.0,3,1,0,0
11215-24774,,지상,서울특별시 광진구 능동로17길 6,171.58,4,1,0,2
11215-24570,,지상,서울특별시 광진구 동일로22길 26,249.66,6,1,1,6
11440-23420,,지상,서울특별시 마포구 양화로3길 25,98.16,2,1,0,0
11305-14696,,지상,서울특별시 강북구 월계로 203,223.33,5,1,0,13
11470-12557,,지상,서울특별시 양천구 지양로16길 35,0.0,2,1,0,0
11215-23276,,지상,서울특별시 광진구 아차산로29길 44,0.0,3,0,0,0
11215-23201,,지상,서울특별시 광진구 아차산로31길 20-6,99.73,2,1,0,0
11215-23027,,지상,서울특별시 광진구 능동로 137-3,196.34,4,1,0,2
11215-22778,,지상,서울특별시 광진구 능동로7길 50,237.04,5,1,0,6
11215-22454,,지상,서울특별시 광진구 동일로 78,216.33,5,1,0,5
11215-12175,,지상,서울특별시 광진구 아차산로57길 4,230.82,5,1,1,8
11410-100234943,,지상,서울특별시 서대문구 연희로 141,196.02,7,2,2,34
11410-100247444,,지상,서울특별시 서대문구 명지길 113,217.06,5,1,1,2
11215-11424,,지상,서울특별시 광진구 자양로 235,0.0,3,1,0,4
11215-11169,,지상,서울특별시 광진구 자양로 218,0.0,3,1,0,0
11215-10288,,지상,서울특별시 광진구 영화사로 64-1,276.93,5,1,0,8
11440-11776,,지상,서울특별시 마포구 백범로 84,0.0,1,1,0,0
11410-1899,,지상,서울특별시 서대문구 독립문로12길 2,243.44,6,1,0,4
11410-15508,,지상,서울특별시 서대문구 성산로 316,0.0,4,1,0,0
11410-841,,지상,서울특별시 서대문구 경기대로9길 91-1,399.43,7,1,1,10
11380-7656,,지상,서울특별시 은평구 불광로 40-3,149.13,3,1,0,0
11215-15554,,지상,서울특별시 광진구 아차산로76길 6,203.81,4,1,0,5
11215-13621,,지상,서울특별시 광진구 자양로 177-1,298.29,6,1,0,8
11290-43214,,지상,서울특별시 성북구 돌곶이로 34-1,163.24,4,1,0,0
11440-100227234,,지상,서울특별시 마포구 양화로1길 42,199.86,5,1,1,3
11440-100219672,,지상,서울특별시 마포구 독막로6길 30,180.37,4,1,0,3
11410-100215439,,지상,서울특별시 서대문구 증가로10길 16-41,198.94,4,0,0,4
11410-599,,지상,서울특별시 서대문구 경기대로 83-2,256.64,6,1,0,5
11410-5975,,지상,서울특별시 서대문구 북아현로4마길 14,139.26,3,1,0,0
11410-100210641,,지상,서울특별시 서대문구 이화여대길 88-5,134.75,3,0,0,0
11305-7907,,지상,서울특별시 강북구 도봉로15길 11,0.0,6,1,0,0
11380-7652,,지상,서울특별시 은평구 통일로66길 5,189.52,4,1,0,0
11650-987,,지상,서울특별시 서초구 방배천로18길 10,292.93,6,1,0,5
11410-10690,,지상,서울특별시 서대문구 이화여대길 72-10,288.95,6,0,1,4
11410-10779,,지상,서울특별시 서대문구 이화여대7길 24,0.0,4,1,0,0
11290-4385,,지상,서울특별시 성북구 성북로 15-6,38.4,1,0,0,0
11410-12374,,지상,서울특별시 서대문구 연세로 39,195.29,4,1,0,7
11410-1327,11410-100184994,지상,서울특별시 서대문구 충정로2길 20,0.0,1,0,0,0
11410-13312,,지상,서울특별시 서대문구 연희로 8,0.0,4,1,0,0
11410-13484,,지상,서울특별시 서대문구 모래내로 382,0.0,4,1,0,0
11410-13758,11410-100216351,지상,서울특별시 서대문구 연희로26길 37,9.22,2,0,0,2
11410-12329,,지상,서울특별시 서대문구 연세로7안길 8,125.17,3,1,0,2
11410-12330,,지상,서울특별시 서대문구 연세로7안길 6,0.0,2,1,0,0
11410-15191,,지상,서울특별시 서대문구 연희로 98,0.0,4,1,0,0
11410-15234,,지상,서울특별시 서대문구 연희맛로 20,200.5,4,1,0,4
11410-15294,,지상,서울특별시 서대문구 연희맛로 7-7,122.23,3,0,0,1
11410-20646,,지상,서울특별시 서대문구 가좌로 140,299.75,6,0,1,5
11410-24801,,지상,서울특별시 서대문구 증가로 241,298.79,6,1,1,8
11410-24902,,지상,서울특별시 서대문구 응암로 113,0.0,4,1,0,4
11290-10336,,지상,서울특별시 성북구 동소문로22길 39,116.66,2,1,0,0
11290-13952,11290-937,지상,보문동4가 2-1,0.0,1,0,0,0
11290-11075,,지상,서울특별시 성북구 보문로34나길 3,218.59,5,1,1,7
11140-5226,,지상,서울특별시 중구 명동8길 9,344.96,4,0,0,0
11140-5382,11140-148,지상,명동2가 105-0,0.0,5,1,1,0
11290-13357,,지상,서울특별시 성북구 개운사길 36,237.92,5,1,0,4
11140-6320,,지상,서울특별시 중구 퇴계로 253,561.58,6,1,1,0
11140-6417,,지상,서울특별시 중구 퇴계로44길 1,253.58,4,1,0,0
11290-6418,,지상,서울특별시 성북구 동소문로 60,324.4,5,1,0,2
11290-13436,,지상,서울특별시 성북구 안암로 105,0.0,3,0,0,0
11290-18632,,지상,서울특별시 성북구 솔샘로 73,46.16,1,1,0,1
11650-4877,,지상,서울특별시 서초구 서초대로 20,0.0,4,1,0,0
11290-19575,,지상,서울특별시 성북구 정릉로26가길 20,76.19,1,0,0,0
11290-10216,,지상,서울특별시 성북구 동소문로24길 23,181.93,4,1,0,3
11290-100222949,,지상,서울특별시 성북구 솔샘로 73-16,71.31,3,2,0,9
11290-13383,,지상,서울특별시 성북구 고려대로 114,261.13,5,1,0,0
11170-7452,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,2,0,0,0
11170-9202,,지상,서울특별시 용산구 이촌로18길 11-11,0.0,1,1,0,0
11200-19562,,지상,서울특별시 성동구 서울숲2길 17-2,155.53,3,1,0,2
11200-20482,,지상,서울특별시 성동구 연무장길 119,52.65,1,0,0,0
11200-11341,,지상,서울특별시 성동구 금호로 164-1,215.04,5,1,1,5
11200-18689,,지상,서울특별시 성동구 상원길 79,91.83,2,1,0,0
11290-10390,11290-1006,지상,서울특별시 성북구 동소문로 122,0.0,1,0,0,0
11200-19030,,지상,서울특별시 성동구 아차산로1길 25,103.71,2,1,0,4
11290-11315,,지상,서울특별시 성북구 동소문로25길 13,52.65,1,1,0,0
11350-7904,,지상,서울특별시 노원구 동일로216길 70,0.0,4,1,0,0
11620-4436,,지상,서울특별시 관악구 남부순환로 1974,0.0,5,1,0,0
11290-17159,,지상,서울특별시 성북구 정릉로26가길 8,119.44,3,1,0,4
11290-31882,11290-1744,지상,서울특별시 성북구 장월로2길 30,0.0,1,0,0,0
11620-3995,,지상,서울특별시 관악구 신림로29길 6,90.21,2,1,0,0
11290-25768,,지상,서울특별시 성북구 종암로22길 12,0.0,5,1,0,0
11290-37082,,지상,서울특별시 성북구 장위로 35,0.0,3,1,0,0
11290-26631,,지상,서울특별시 성북구 북악산로 1057,281.34,6,1,1,7
11290-26591,,지상,서울특별시 성북구 북악산로31길 39,191.43,4,0,0,3
11290-20236,,지상,서울특별시 성북구 솔샘로 7,243.02,5,1,0,5
11290-2075,,지상,서울특별시 성북구 선잠로 92-36,39.39,2,1,0,0
11290-41083,,지상,서울특별시 성북구 한천로78길 33,203.72,4,1,0,3
11620-35262,,지상,서울특별시 관악구 남현3길 8,0.0,4,1,0,0
11170-8732,,지상,서울특별시 용산구 대사관로6가길 25,140.07,3,2,0,2
11200-100198972,,지상,서울특별시 성동구 성수일로 20,399.6,9,2,2,16
11290-42163,11290-1606,지상,서울특별시 성북구 돌곶이로22가길 27,0.0,0,1,0,0
11290-31096,,지상,서울특별시 성북구 종암로40길 29,168.53,3,1,0,0
11290-11625,,지상,서울특별시 성북구 아리랑로4가길 8-8,197.93,4,1,0,3
11230-34962,,지상,서울특별시 동대문구 난계로30길 21,0.0,3,0,0,0
11230-32037,,지상,서울특별시 동대문구 장한로 173,0.0,5,1,0,0
11290-100207253,,지상,서울특별시 성북구 창경궁로 321,795.74,14,1,1,0
11230-29125,,지상,서울특별시 동대문구 서울시립대로12길 17,147.0,3,1,0,0
11290-14628,,지상,서울특별시 성북구 보문로13다길 27-12,219.52,5,1,1,9
11170-6880,,지상,서울특별시 용산구 한남대로10길 58-7,147.5983,3,1,0,0
11170-6831,,지상,서울특별시 용산구 효창원로 100,249.89,5,1,0,0
11170-6755,,지상,서울특별시 용산구 두텁바위로60길 49,199.64,4,2,0,27
11290-43240,,지상,서울특별시 성북구 돌곶이로5길 4,0.0,1,0,0,0
11290-43020,,지상,서울특별시 성북구 돌곶이로 11,0.0,3,1,0,0
11290-17250,11290-501,지상,서울특별시 성북구 정릉로 255-1,0.0,1,0,0,0
11170-7451,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,2,0,0,0
11170-7449,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,2,0,0,0
11170-7448,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,1,0,0,0
11170-7447,11170-100864092,지상,서울특별시 용산구 한강대로84길 5-3,229.78,3,0,0,0
11170-7446,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,1,0,0,0
11620-7398,,지상,서울특별시 관악구 난우길 32-1,0.0,5,1,0,0
11170-7444,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,2,0,0,0
11170-7442,,지상,서울특별시 용산구 한강대로84길 5-3,0.0,2,0,0,0
11560-34448,,지상,서울특별시 영등포구 디지털로37길 10-1,0.0,3,1,0,0
11215-996,,지상,서울특별시 광진구 능동로50길 37,204.66,4,1,0,5
11215-9297,,지상,서울특별시 광진구 능동로36길 55,0.0,2,1,0,0
11215-9249,,지상,서울특별시 광진구 천호대로112길 13,126.88,2,1,0,0
11215-9069,,지상,서울특별시 광진구 능동로36길 16,197.15,5,1,1,7
11620-4520,,지상,서울특별시 관악구 난향길 4,0.0,3,1,0,0
11710-15296,,지상,서울특별시 송파구 삼학사로13길 15,199.75,4,1,0,3
11590-100196092,,지상,서울특별시 동작구 남부순환로259길 21,200.75,5,0,0,5
11590-100187252,,지상,서울특별시 동작구 상도로 287-1,228.33,5,1,1,5
11230-13878,,지상,서울특별시 동대문구 장한로6길 57,0.0,2,1,0,0
11230-13152,,지상,서울특별시 동대문구 답십리로63길 123,187.02,4,1,0,0
11170-3855,,지상,서울특별시 용산구 백범로87길 52,0.0,2,0,0,0
11560-34488,,지상,서울특별시 영등포구 디지털로41길 15,0.0,3,1,0,0
11215-18293,,지상,서울특별시 광진구 자양로13길 66,109.44,2,0,0,0
11215-17653,,지상,서울특별시 광진구 뚝섬로46길 19,0.0,3,1,0,2
11650-17083,,지상,서울특별시 서초구 서초대로49길 11,0.0,5,3,0,0
11215-5125,,지상,서울특별시 광진구 동일로 448,238.88,5,1,0,5
11215-5122,,지상,서울특별시 광진구 동일로 444,197.7,4,1,0,3
11650-15618,,지상,서울특별시 서초구 서초대로42길 80,226.0,3,1,0,5
11650-15821,,지상,서울특별시 서초구 서초대로46길 84,322.86,6,2,1,10
11170-4782,,지상,서울특별시 용산구 한강대로102길 51-4,85.34,2,1,0,2
11230-10682,,지상,서울특별시 동대문구 답십리로64길 73,158.09,4,1,1,13
11620-21053,,지상,서울특별시 관악구 신림로11길 18-9,204.76,5,1,0,2
11230-10535,,지상,서울특별시 동대문구 사가정로 133,0.0,3,1,0,0
11620-20834,,지상,서울특별시 관악구 봉천로 325,0.0,4,1,0,2
11620-20703,,지상,서울특별시 관악구 서림9길 29,235.86,5,1,0,4
11590-30573,,지상,서울특별시 동작구 사당로 152,112.72,2,0,0,0
11560-100197714,,지상,서울특별시 영등포구 선유동1로 6-10,343.07,7,0,1,4
11215-3742,,지상,서울특별시 광진구 용마산로1길 59,232.11,5,1,0,3
11170-4391,,지상,서울특별시 용산구 대사관로11길 31,61.73,2,1,0,0
11560-19273,,지상,서울특별시 영등포구 도신로64길 8,0.0,3,1,0,0
11560-19081,,지상,서울특별시 영등포구 영등포로80길 11,200.85,4,1,0,4
11215-26171,,지상,서울특별시 광진구 동일로56가길 7,0.0,3,1,0,1
11215-25158,,지상,서울특별시 광진구 광나루로24길 23,0.0,3,0,0,0
11215-2511,,지상,서울특별시 광진구 영화사로 29-1,0.0,3,1,0,3
11620-7083,,지상,서울특별시 관악구 남부순환로 1901,0.0,4,1,0,0
11215-24520,,지상,서울특별시 광진구 아차산로29길 35,0.0,3,1,0,0
11620-100192047,,지상,서울특별시 관악구 난곡로 238-1,158.55,3,0,0,0
11620-100197222,,지상,서울특별시 관악구 난곡로63길 10,377.58,7,0,1,7
11620-100205654,,지상,서울특별시 관악구 난곡로66가길 5,374.87,7,1,1,0
11215-24123,,지상,서울특별시 광진구 동일로26길 40,182.0,4,1,0,2
11215-2298,11215-154,지상,서울특별시 광진구 영화사로 8,0.0,2,0,0,0
11215-23228,,지상,서울특별시 광진구 아차산로33길 21-4,131.47,3,1,0,0
11215-23170,,지상,서울특별시 광진구 아차산로 225,247.45,5,1,1,16
11215-23090,,지상,서울특별시 광진구 아차산로33길 52,106.01,2,1,0,0
11560-7802,11560-2053,지상,서울특별시 영등포구 영등포로27길 23-1,299.01,5,1,0,0
11560-7375,,지상,서울특별시 영등포구 영등포로 129,220.97,5,1,0,0
11230-11859,,지상,서울특별시 동대문구 전농로23길 11,160.56,4,1,0,0
11200-23225,,지상,서울특별시 성동구 광나루로9가길 24,0.0,3,1,0,0
11560-5606,11560-100711348,지상,서울특별시 영등포구 영신로40길 15,299.11,5,1,0,7
11560-5620,11560-2060,지상,영등포동6가 69-0,0.0,1,0,0,0
11230-12694,,지상,서울특별시 동대문구 답십리로23길 93,141.52,3,1,0,1
11230-12740,,지상,서울특별시 동대문구 한천로 107-9,0.0,3,1,0,0
11620-16944,,지상,서울특별시 관악구 대학7길 42-5,218.43,5,1,0,4
11620-12466,,지상,서울특별시 관악구 남부순환로 1619-1,205.83,4,1,1,3
11620-12505,,지상,서울특별시 관악구 남부순환로230길 35,199.88,4,1,0,0
11590-8927,,지상,서울특별시 동작구 동작대로27길 9,291.03,5,0,0,0
11590-9135,,지상,서울특별시 동작구 상도로 117,264.05,5,0,0,2
11620-29252,,지상,서울특별시 관악구 남부순환로182길 24,275.52,6,1,1,11
11620-12603,,지상,서울특별시 관악구 남부순환로 1840,233.02,4,1,0,3
11110-14918,,지상,서울특별시 종로구 사직로10길 9-2,0.0,2,0,0,0
11620-29114,,지상,서울특별시 관악구 서림길 83,294.21,5,1,0,8
11350-10976,,지상,서울특별시 노원구 초안산로2길 102,202.76,4,1,0,2
11350-11855,,지상,서울특별시 노원구 동일로173가길 28,243.93,5,0,0,4
11350-12242,,지상,서울특별시 노원구 덕릉로60길 269,125.34,3,1,0,4
11350-12403,,지상,서울특별시 노원구 상계로27길 15,291.25,7,1,0,10
11560-8535,,지상,서울특별시 영등포구 양산로25길 5,0.0,5,1,0,0
11650-14966,,지상,서울특별시 서초구 효령로 254,185.26,4,1,0,6
11560-100201936,,지상,서울특별시 영등포구 당산로38길 15-5,399.51,8,1,1,8
11215-7499,,지상,서울특별시 광진구 동일로 346,0.0,3,1,0,0
11215-772,,지상,서울특별시 광진구 용마산로 114,0.0,4,1,0,6
11230-100209643,,지상,서울특별시 동대문구 하정로 20,146.5,3,0,0,3
11230-100187816,11230-100187815,지상,서울특별시 동대문구 사가정로27길 4,0.0,3,1,0,0
11650-16439,,지상,서울특별시 서초구 사임당로8길 17,184.9,5,1,0,6
11215-7861,,지상,서울특별시 광진구 능동로39길 3,174.34,4,1,0,3
11650-15929,,지상,서울특별시 서초구 서초중앙로 107,246.82,5,1,0,4
11230-16780,,지상,서울특별시 동대문구 제기로 2-1,78.17,1,0,0,0
11230-16586,,지상,서울특별시 동대문구 무학로26길 19,182.55,4,1,0,3
11230-15761,,지상,서울특별시 동대문구 회기로21길 8-18,214.08,4,1,0,3
11230-15599,,지상,서울특별시 동대문구 이문로 64-1,0.0,2,0,0,0
11230-15592,,지상,서울특별시 동대문구 장한로 52,297.97,7,1,1,36
11650-8428,,지상,서울특별시 서초구 논현로27길 97,239.66,6,1,0,4
11215-2147,,지상,서울특별시 광진구 긴고랑로 176-1,136.58,3,1,0,0
11650-8416,,지상,서울특별시 서초구 논현로27길 89,243.56,5,1,0,4
11440-100181822,,지상,서울특별시 마포구 월드컵로32길 22,199.66,7,0,1,6
11215-20982,,지상,서울특별시 광진구 아차산로30길 21,0.0,3,1,0,2
11215-20117,,지상,서울특별시 광진구 자양번영로 70-1,237.64,5,1,0,4
11650-2260,,지상,서울특별시 서초구 방배중앙로 159,195.37,4,1,0,2
11650-9075,,지상,서울특별시 서초구 언남17길 15,222.6,5,1,0,6
11650-9158,,지상,서울특별시 서초구 언남10길 32,232.58,5,1,0,5
11215-16020,,지상,서울특별시 광진구 아차산로 394,175.45,4,1,0,5
11560-4653,11560-1536,지상,서울특별시 영등포구 영신로32길 28,0.0,3,1,0,0
11590-26090,,지상,서울특별시 동작구 상도로61길 38,195.64,4,1,0,1
11215-13495,,지상,서울특별시 광진구 아차산로51길 33,0.0,4,1,0,3
11215-14000,,지상,서울특별시 광진구 천호대로132길 51,79.28,3,1,0,12
11650-8598,,지상,서울특별시 서초구 양재천로15길 1,183.64,4,1,0,4
11170-27492,,지상,서울특별시 용산구 백범로47길 6,299.97,5,1,0,4
11650-9323,,지상,서울특별시 서초구 마방로2길 69,178.84,5,1,0,4
11170-5541,,지상,서울특별시 용산구 한강대로48길 9,173.87,4,1,0,5
11530-13114,,지상,서울특별시 구로구 서해안로 2328,0.0,4,1,0,0
11650-9722,,지상,서울특별시 서초구 동산로8길 41,333.26,6,1,0,11
11650-5645,,지상,서울특별시 서초구 방배로 36,232.05,5,1,0,9
11215-13200,,지상,서울특별시 광진구 아차산로51길 7,183.48,4,1,0,3
11215-12003,,지상,서울특별시 광진구 아차산로65길 9,187.19,4,1,0,5
11620-3088,11620-555,지상,서울특별시 관악구 관악로16길 36,165.04,3,1,0,2
11620-31698,,지상,서울특별시 관악구 신림로23길 34,210.6,5,1,0,4
11620-32096,,지상,서울특별시 관악구 낙성대로3길 33-16,199.69,5,0,1,3
11200-18528,,지상,서울특별시 성동구 성수일로 13-1,236.9,4,1,0,0
11290-9972,,지상,서울특별시 성북구 보문로32길 10,0.0,3,1,0,0
11200-18059,,지상,서울특별시 성동구 성덕정길 60,0.0,4,1,0,0
11200-17343,,지상,서울특별시 성동구 상원6나길 7-6,94.21,2,0,0,0
11560-6244,,지상,서울특별시 영등포구 국회대로56길 17,130.9,3,1,0,5
11305-100189089,,지상,서울특별시 강북구 한천로123가길 56,270.61,6,1,0,0
11620-24901,,지상,서울특별시 관악구 봉천로 226,225.74,6,1,0,10
11620-27079,,지상,서울특별시 관악구 신림동길 3-1,186.71,3,0,0,0
11620-27218,,지상,서울특별시 관악구 서림11가길 9-8,190.88,4,1,0,5
11170-23377,,지상,서울특별시 용산구 백범로87길 20,129.84,2,1,0,0
11215-15517,,지상,서울특별시 광진구 아차산로76길 10,40.19,1,0,0,0
11620-2774,11620-488,지상,서울특별시 관악구 난곡로 283-1,0.0,1,0,0,0
11170-24674,,지상,서울특별시 용산구 이태원로14길 37,0.0,3,0,0,0
11650-4040,,지상,서울특별시 서초구 효령로33길 70,200.52,5,1,0,6
11170-24562,,지상,서울특별시 용산구 대사관로30길 21,0.0,2,1,0,0
11170-24433,,지상,서울특별시 용산구 녹사평대로32길 41-5,81.61,2,1,0,0
11170-24302,,지상,서울특별시 용산구 독서당로 65-1,155.3451,3,1,0,1
11620-11992,,지상,서울특별시 관악구 난곡로 180,187.95,6,1,1,8
11650-2581,,지상,서울특별시 서초구 동광로 99,289.0219,7,0,1,6
11590-16588,,지상,서울특별시 동작구 솔밭로 98,154.06,3,1,0,4
11650-2499,,지상,서울특별시 서초구 방배로35길 41,191.61,4,1,0,4
11650-2498,,지상,서울특별시 서초구 방배로35길 45,0.0,3,1,0,0
