건축물대장 관리번호,용적율,지상층수,지하층수,승강기 수,주차 대수
11680-23875,99.65,2,1,0,2
11140-100237226,199.82,5,1,1,3
11410-7175,0.0,2,1,0,0
11290-37176,147.56,3,0,0,2
11110-18194,0.0,1,0,0,0
11530-12982,0.0,1,0,0,0
11110-10416,0.0,2,0,0,0
11110-10417,0.0,2,0,0,0
11110-10730,0.0,1,0,0,0
11290-27275,47.28,2,0,0,1
11320-9939,130.73,3,1,0,1
11290-27277,66.67,1,0,0,0
11320-9310,274.63,5,1,0,8
11500-26873,175.31,4,1,0,3
11620-100250312,487.45,10,1,1,7
11350-8102,174.59,4,1,0,6
11350-9610,0.0,1,1,0,0
11320-9934,0.0,3,1,0,0
11215-26418,0.0,3,1,0,0
11110-17649,0.0,2,0,0,0
11110-27712,0.0,1,0,0,0
11410-12117,244.9,5,1,0,1
11305-100243844,249.92,6,1,1,3
11215-9529,0.0,4,1,0,0
11215-25873,226.14,5,1,1,13
11200-14698,0.0,1,0,0,0
11380-39903,56.33,2,1,0,2
11470-20052,105.86,3,1,0,15
11305-27001,188.31,4,1,0,3
11410-7454,179.2157,4,1,0,3
11320-16383,161.95,3,0,0,0
11500-24282,193.56,4,1,0,7
11230-19390,115.62,3,1,0,0
11500-100358434,183.09,4,0,0,3
11500-27241,98.09,2,0,0,2
11215-13360,0.0,2,1,0,0
11230-22485,0.0,4,1,0,0
11710-24719,199.78,4,1,1,7
11350-1703,0.0,3,1,0,0
11680-8564,0.0,2,1,0,0
11230-35953,220.98,5,1,0,5
11680-3054,290.88,6,1,1,8
11230-19782,0.0,2,1,0,0
11410-25335,0.0,3,1,0,0
11410-8147,0.0,1,0,0,0
11110-23273,0.0,1,0,0,0
11110-21056,0.0,4,0,0,0
11110-22437,402.88,7,1,1,8
11305-29994,0.0,4,1,0,0
11320-9632,243.6,5,0,0,3
11320-9650,197.11,4,1,0,3
11110-22712,276.51,4,1,1,1
11305-12778,49.34,1,0,0,0
11110-100209265,412.6,7,1,1,1
11290-42445,0.0,3,1,0,0
11110-23067,266.98,5,1,1,2
11110-26393,0.0,4,1,0,0
11110-26485,0.0,2,0,0,0
11545-12088,309.39,7,1,1,11
11110-7429,0.0,4,1,0,0
11110-8264,0.0,6,0,0,0
11110-12281,0.0,1,0,0,0
11140-17662,0.0,4,1,0,0
11140-20264,0.0,1,0,0,0
11140-4985,350.7296,4,1,0,0
11320-9652,189.48,4,1,0,3
11530-9796,0.0,1,0,0,0
11320-9738,279.96,5,0,0,4
11320-9747,199.41,4,1,0,2
11320-9756,129.26,3,1,0,0
11320-9804,139.16,3,1,0,1
11320-9806,126.33,3,1,0,2
11410-8671,195.56,4,1,0,8
11320-9905,192.92,4,1,0,2
11110-10580,144.55,2,0,0,0
11110-26394,123.3,2,0,0,0
11110-24683,419.1,7,1,0,0
11110-25172,329.7871,6,1,0,0
11110-4219,289.53,5,1,1,6
11440-100277883,199.88,5,0,1,2
11110-28464,0.0,2,0,0,0
11410-9375,232.55,5,1,0,4
11230-100209876,348.1,10,1,1,23
11260-1352,244.67,5,1,0,8
11140-9437,67.35,1,0,0,0
11215-7019,206.45,4,1,0,0
11140-9449,0.0,3,1,0,0
11230-100191100,199.86,4,0,0,4
11170-100194092,195.45,5,2,1,13
11230-3366,210.01,4,1,0,4
11230-36219,0.0,1,0,0,0
11110-4937,0.0,2,0,0,0
11260-5580,166.27,4,1,0,0
11230-5463,0.0,1,0,0,0
11260-9133,221.99,5,1,0,0
11260-15795,220.11,5,1,0,0
11260-22356,217.92,4,1,0,4
11290-100208134,199.95,4,1,1,3
11290-24455,179.55,3,1,0,4
11215-100267071,225.82,6,1,1,8
11230-18693,0.0,4,1,0,2
11290-37071,0.0,3,1,0,0
11140-8287,141.7,3,1,0,3
11170-18797,234.58,4,1,0,6
11170-100214339,204.94,5,0,0,0
11215-17604,243.72,5,1,0,5
11140-1776,0.0,2,1,0,0
11260-3595,176.89,4,1,0,4
11290-100200051,182.75,4,1,0,4
11410-24263,0.0,2,1,0,0
11290-8526,0.0,3,1,0,0
11680-9620,149.68,3,1,0,3
11140-18775,221.51,4,1,0,4
11140-18800,224.5729,4,0,0,0
11680-14956,189.19,4,2,0,8
11140-18805,196.06,4,1,0,2
11140-18811,0.0,2,1,0,0
11140-18818,236.44,5,1,0,0
11140-24966,0.0,1,0,0,0
11140-2958,0.0,3,0,0,0
11140-21009,118.88,2,0,0,0
11140-2988,0.0,1,0,0,0
11140-4658,0.0,2,0,0,0
11140-20101,0.0,2,0,0,0
11170-1040,95.69,2,2,0,2
11140-4659,0.0,2,0,0,0
11140-6027,0.0,4,1,0,0
11140-20214,225.1,5,1,0,4
11140-24968,53.11,1,0,0,0
11140-24974,0.0,1,0,0,0
11110-24080,0.0,2,0,0,0
11140-18360,0.0,2,0,0,0
11620-7538,190.32,4,1,0,5
11140-5636,0.0,2,0,0,0
11140-20055,0.0,3,1,0,0
11140-20056,116.21,3,1,0,2
11680-100309503,198.43,5,1,1,4
11140-20206,288.34,5,1,0,3
11215-21231,0.0,2,0,0,0
11230-25581,0.0,3,1,0,4
11710-100497075,351.4,7,1,1,8
11110-100186750,245.87,5,1,1,1
11680-20466,0.0,6,1,0,0
11110-22988,0.0,2,1,0,0
11500-28373,138.25,3,1,0,1
11680-18800,89.23,2,1,0,0
11140-12765,0.0,2,0,0,0
11140-1661,464.2456,5,0,0,0
11140-3104,0.0,0,0,0,0
11470-8649,0.0,3,1,0,0
11140-18363,0.0,2,0,0,0
11680-3527,227.94,5,1,0,7
11140-18364,0.0,2,0,0,0
11140-18366,0.0,1,0,0,0
11680-21090,0.0,1,0,0,0
11140-20265,101.57,3,1,0,2
11680-8677,89.66,2,1,0,0
11140-19016,0.0,1,0,0,0
11140-19035,123.02,2,1,0,0
11140-19039,0.0,1,0,0,0
11170-100179252,97.57,2,0,0,0
11140-20678,147.09,4,1,0,4
11140-20731,120.04,3,1,0,3
11140-20732,227.6,5,1,1,2
11710-4389,297.09,7,3,1,12
11200-17646,0.0,3,1,0,2
11410-25317,197.81,4,1,0,4
11680-5901,196.4,4,1,0,3
11710-14646,170.57,3,1,0,0
11170-2456,176.0775,2,0,0,0
11545-100195577,304.13,8,0,1,7
11440-100284343,199.35,4,0,0,0
11710-21136,0.0,4,1,0,2
11140-20189,50.5455,1,1,0,0
11140-8458,172.69,3,1,0,4
11620-32381,144.48,3,0,1,8
11110-23174,255.73,5,4,2,9
11200-25462,193.79,4,1,0,0
11170-100216880,103.41,2,0,0,0
11140-7276,0.0,2,1,0,0
11170-20824,302.0446,7,1,1,5
11200-7261,0.0,1,1,0,0
11380-21588,0.0,4,1,0,0
11380-21643,0.0,3,1,0,0
11380-21652,235.97,5,1,0,5
11380-21687,0.0,3,1,0,0
11200-19027,0.0,2,0,0,0
11290-26202,0.0,2,1,0,0
11710-100455642,0.28,1,0,0,15
11380-21694,180.27,3,1,1,0
11290-28821,0.0,1,0,0,0
11560-100252509,350.83,8,1,1,6
11545-13644,0.0,3,0,0,0
11140-18538,149.05,2,1,0,0
11140-18543,318.02,4,0,0,1
11260-2464,193.04,4,1,0,4
11350-7194,206.86,5,2,0,13
11140-18546,146.24,2,1,0,0
11140-18547,148.31,2,1,0,0
11140-18548,137.72,2,1,0,0
11140-18553,235.79,3,0,0,0
11140-18554,210.76,3,0,0,0
11215-2372,194.17,4,1,0,3
11290-32739,230.93,5,1,0,3
11290-38927,67.61,2,1,0,0
11410-1000000000000000241771,244.11,5,0,1,4
11260-19083,58.15,1,0,0,0
11200-13633,0.0,2,0,0,0
11380-34954,180.98,2,0,0,4
11440-23590,48.14,1,0,0,1
11215-16091,140.37,3,1,0,5
11110-13355,105.7,2,1,0,0
11110-13856,213.66,4,1,0,0
11200-22594,0.0,3,1,0,0
11410-6875,0.0,2,1,0,0
11200-18263,0.0,4,1,0,0
11140-100231422,177.3,3,1,0,0
11410-8238,0.0,3,0,0,0
11140-10134,0.0,3,0,0,0
11560-13425,0.0,2,1,0,0
11530-24279,164.79,3,1,0,0
11560-14839,76.04,1,0,0,0
11560-13920,2.49,1,0,0,0
11260-24593,254.85,5,1,0,3
11140-18237,0.0,5,1,0,0
11740-21031,289.29,5,1,0,5
11290-39191,46.28,1,1,0,3
11140-12207,97.87,3,0,0,0
11140-18870,0.0,2,1,0,0
11140-18879,0.0,1,0,0,0
11215-4390,267.22,6,1,1,29
11140-18654,0.0,4,1,0,0
11140-18659,148.33,3,1,0,0
11140-18663,200.6,4,1,0,5
11740-13628,142.61,5,1,0,6
11140-18671,0.0,4,1,0,0
11140-18673,0.0,4,1,0,0
11140-13052,84.05,1,0,0,0
11140-4962,322.18,5,1,1,0
11215-23031,172.31,3,1,0,0
11110-17474,0.0,1,0,0,0
11110-17577,394.54,5,0,1,0
11110-16786,0.0,5,0,0,0
11230-25271,0.0,4,1,0,2
11140-25006,0.0,1,0,0,0
11110-18391,15.75,1,0,0,0
11170-13662,171.41,4,1,0,3
11170-1412,0.0,2,0,0,0
11380-31803,0.0,2,1,0,0
11470-100214725,188.79,4,0,0,4
11380-31679,356.47,7,0,1,4
11470-12874,146.75,3,1,0,0
11470-7061,0.0,2,1,0,0
11110-12320,0.0,1,0,0,0
11110-12738,199.23,4,0,0,2
11215-23123,0.0,2,1,0,0
11215-23145,109.55,2,1,0,0
11470-10376,168.92,3,1,0,3
11380-31910,0.0,3,1,0,0
11380-31946,17.23,1,0,0,1
11560-33421,0.0,3,1,0,0
11545-100195285,307.58,7,1,1,7
11560-4277,239.64,4,2,1,2
11140-7555,0.0,0,0,0,0
11560-26208,178.7,4,1,0,5
11260-3575,141.16,3,1,0,0
11140-18688,242.87,5,1,0,4
11140-2424,0.0,2,0,0,0
11140-20574,226.38,5,1,0,5
11110-6278,75.45,2,1,0,0
11140-24249,0.0,1,0,0,0
11110-6805,135.48,3,1,0,5
11140-20588,184.27,4,1,0,4
11140-20021,0.0,2,0,0,0
11560-17134,320.52,6,0,0,4
11140-18890,194.15,4,1,0,3
11305-16432,0.0,2,1,0,0
11230-6477,0.0,2,0,0,0
11260-9958,0.0,2,1,0,0
11290-10875,0.0,3,1,0,0
11170-13639,188.42,4,2,0,6
11380-35325,0.0,1,1,0,0
11530-21506,229.85,4,1,0,4
11230-21940,93.98,1,1,0,0
11560-34893,0.0,3,1,0,0
11140-6563,0.0,2,1,0,0
11320-9999,59.9,1,0,0,0
11560-17745,0.0,2,0,0,0
11590-100245573,157.43,4,0,1,2
11545-9180,86.97,2,1,0,0
11230-23369,202.86,4,1,0,11
11230-26390,0.0,4,1,0,2
11170-100216819,203.64,4,0,1,1
11170-100216859,149.55,3,1,0,0
11230-32535,0.0,3,1,0,0
11320-9984,0.0,2,1,0,0
11140-6935,0.0,2,0,0,0
11590-18004,0.0,1,0,0,0
11650-100290315,18.43,1,0,0,1
11290-38323,0.0,3,1,0,0
11560-4522,0.0,4,1,0,0
11620-15323,112.47,4,1,1,8
11140-20075,0.0,2,0,0,0
11140-20077,114.25,2,1,0,2
11140-20097,0.0,2,1,0,0
11140-18587,0.0,3,1,0,0
11140-20824,237.65,5,1,1,8
11140-17883,0.0,2,0,0,0
11140-17884,0.0,1,0,0,0
11140-17885,0.0,1,0,0,0
11140-18418,0.0,1,0,0,0
11140-18427,233.62,5,1,0,4
11110-19586,0.0,6,1,0,0
11110-1149,0.0,1,0,0,0
11140-18428,0.0,1,0,0,0
11110-20637,67.83,1,0,0,0
11680-5871,0.0,1,1,0,0
11710-15524,290.92,6,1,1,9
11620-32176,213.89,5,1,1,8
11140-18391,149.6,3,1,0,1
11110-1150,0.0,1,0,0,0
11290-37584,112.25,2,1,0,0
11110-29188,180.44,2,0,0,0
11140-12137,0.0,1,0,0,0
11320-9524,0.0,2,1,0,0
11560-8839,119.06,2,0,0,0
11140-24834,0.0,2,0,0,0
11140-17495,203.05,4,1,0,0
11140-9863,0.0,1,0,0,0
11545-100195595,327.53,8,0,1,7
11590-8886,249.3527,6,1,0,3
11620-33927,0.0,5,1,0,2
11110-100184260,274.87,4,0,0,2
11590-9723,162.17,4,1,0,1
11140-20018,245.81,5,1,1,0
11410-20317,0.0,4,1,0,3
11200-20503,198.4847,4,1,0,4
11140-18429,0.0,1,0,0,0
11140-18431,132.15,3,1,0,0
11140-22678,207.5,3,1,0,0
11140-21251,208.01,4,1,0,3
11200-7149,0.0,3,1,0,0
11440-16296,70.27,2,0,0,2
11140-17845,0.0,1,0,0,0
11140-17855,133.39,3,1,0,0
11110-29507,0.0,2,0,0,0
11110-29848,0.0,1,0,0,0
11140-17859,0.0,2,1,0,0
11110-23627,0.0,1,0,0,0
11140-20026,0.0,3,1,0,0
11140-20033,0.0,1,0,0,0
11260-100256151,0.0,2,0,0,0
11215-100182973,618.4,11,4,1,37
11740-19634,141.99,4,3,0,6
11320-9407,0.0,2,1,0,0
11230-7389,0.0,1,0,0,0
11260-14983,187.84,4,1,0,0
11260-18643,258.42,5,1,0,4
11680-6909,195.65,4,1,0,4
11260-21130,211.82,4,1,0,4
11260-2151,118.05,3,1,0,1
11320-9554,143.43,3,1,0,7
11440-28117,161.45,3,0,0,1
11110-3057,0.0,4,0,0,0
11110-3058,0.0,1,0,0,0
11110-4141,0.0,2,0,0,0
11110-4830,66.81,1,0,0,0
11500-17013,248.44,5,1,1,8
11140-18275,0.0,3,1,0,0
11140-20045,0.0,2,0,0,0
11110-1941,0.0,2,0,0,1
11110-17229,149.74,3,0,0,3
11140-20488,0.0,5,1,0,0
11140-20489,190.8,4,1,0,2
11380-20713,0.0,2,0,0,0
11380-20729,67.63,1,0,0,0
11140-20474,0.0,2,1,0,0
11140-20468,0.0,1,0,0,0
11140-20471,0.0,3,1,0,0
11110-9109,0.0,1,0,0,0
11380-100227869,359.56,7,2,1,18
11140-14074,0.0,2,0,0,0
11215-13988,0.0,2,1,0,2
11350-100215688,234.28,4,0,0,2
11140-16837,185.42,4,1,0,1
11350-6595,97.66,2,1,0,0
11380-20325,0.0,3,1,0,0
11440-20930,199.77,4,0,0,2
11410-12562,301.96,7,1,1,9
11320-9569,132.06,3,1,0,3
11320-9570,99.24,2,1,0,0
11320-9572,189.11,4,1,0,0
11380-26303,139.08,5,1,0,35
11320-9623,0.0,2,1,0,0
11320-9605,149.02,3,1,0,2
11140-8313,178.65,3,1,1,6
11650-16772,176.19,4,1,0,6
11500-25027,71.56,3,1,0,48
11200-25368,119.22,2,0,0,0
11140-16359,113.56,2,1,0,0
11530-17236,68.58,2,1,0,10
11140-19853,124.67,3,1,0,0
11560-4743,296.88,6,3,1,34
11500-25924,209.4,4,1,0,3
11140-7995,148.76,2,1,0,0
11140-8346,0.0,2,0,0,0
11560-8005,0.0,6,1,0,0
11170-17292,0.0,1,0,0,0
11140-20230,143.0,3,1,0,0
11380-100229806,314.51,7,1,1,18
11440-19371,199.12,4,0,0,3
11110-5409,243.16,4,0,0,0
11140-25472,0.0,3,1,0,0
11170-100220379,193.37,5,6,2,65
11260-15955,148.28,3,1,0,0
11140-2380,0.0,2,0,0,0
11680-1000000000000001416901,197.48,5,1,1,4
11140-13638,0.0,2,0,0,0
11140-13645,0.0,1,0,0,0
11110-22599,100.72,2,0,0,2
11440-18204,68.45,1,0,0,0
11140-20502,149.42,3,1,0,0
11650-1035,305.37,6,1,0,0
11140-20517,227.65,4,1,0,3
11140-20531,165.18,4,1,0,0
11140-24280,0.0,1,0,0,0
11440-18666,134.53,3,1,0,0
11410-8228,203.7,5,2,0,5
11440-22386,162.21,4,0,0,5
11380-19510,147.31,3,1,0,3
11500-5990,99.89,2,1,0,0
11110-26763,58.73,1,0,0,0
11110-26796,208.39,5,1,0,3
11110-19102,0.0,2,0,0,0
11170-27762,0.0,1,0,0,0
11140-14432,93.32,2,1,0,0
11500-6973,199.2,4,1,0,4
11140-14476,0.0,2,0,0,0
11380-20315,0.0,2,0,0,0
11290-100198612,174.03,5,1,1,3
11530-100245553,71.41,2,0,0,1
11290-10888,0.0,1,0,0,0
11290-10889,0.0,2,0,0,0
11680-19602,241.11,5,2,0,8
11200-25508,0.0,2,1,0,0
11560-4532,35.56,1,0,0,0
11680-1000000000000001410547,199.11,5,3,1,10
11680-6465,195.86,4,1,0,0
11140-4647,0.0,2,0,0,0
11560-22893,259.08,4,0,0,0
11140-4649,0.0,2,0,0,0
11140-5145,0.0,2,0,0,0
11560-5879,0.0,2,1,0,0
11140-2426,0.0,2,0,0,0
11530-15593,0.0,1,0,0,0
11140-24264,0.0,3,1,0,0
11110-12156,39.72,2,1,0,2
11110-12734,0.0,5,1,0,0
11110-12812,374.65,5,0,1,0
11140-22806,0.0,4,1,0,0
11140-17871,0.0,4,1,0,0
11140-7023,0.0,5,1,0,0
11215-13589,0.0,2,1,0,0
11470-18699,199.55,5,1,1,12
11560-21882,0.0,2,1,0,0
11140-13035,0.0,2,0,0,0
11110-13931,0.0,1,0,0,0
11140-3432,0.0,5,1,0,0
11440-10098,173.69,4,1,0,4
11110-14790,611.46,9,1,2,1
11590-24788,0.0,3,0,0,0
11140-2515,0.0,2,0,0,0
11290-17133,238.75,5,0,0,1
11140-24149,0.0,1,0,0,0
11290-24605,0.0,2,1,0,0
11290-33148,0.0,3,1,0,4
11140-24335,0.0,1,0,0,0
11140-8021,116.15,2,0,0,2
11290-37970,0.0,2,1,0,0
11290-38227,0.0,2,0,0,0
11710-100225473,196.03,5,0,0,5
11215-21062,205.65,5,1,0,8
11170-15904,0.0,1,0,0,0
11140-18373,147.82,3,1,0,0
11140-18252,0.0,2,0,0,0
11140-18387,0.0,1,0,0,0
11140-21143,75.88,2,1,0,6
11140-20222,113.9,2,1,0,0
11140-20231,0.0,1,0,0,0
11560-8238,0.0,2,0,0,0
11140-24961,140.6,3,1,0,4
11380-100271455,100.49,2,0,0,3
11110-26660,0.0,2,0,0,0
11110-26661,0.0,2,0,0,0
11110-4765,77.59,3,1,0,0
11170-14215,0.0,5,0,0,0
11620-7953,199.65,6,1,1,7
11290-26833,246.53,5,0,0,4
11110-100191347,7.27,2,1,0,10
11650-14544,282.19,6,1,1,5
11680-100195347,520.01,10,1,1,8
11305-21399,188.28,4,1,0,4
11620-25139,0.0,4,1,0,1
11290-38496,0.0,2,0,0,0
11740-8347,143.96,3,0,0,1
11110-5469,228.92,4,1,0,7
11290-6342,0.0,4,1,0,0
11290-38267,0.0,3,1,0,0
11590-100188411,176.97,4,1,0,3
11710-16445,249.21,5,1,0,10
11710-6591,162.8,4,1,0,5
11710-8768,196.43,4,1,0,5
11710-20785,143.55,3,0,0,1
11140-100212653,59.45,1,0,0,0
11710-14944,225.53,5,1,0,4
11710-21049,0.0,3,1,0,3
11380-31419,143.6649,3,1,0,0
11590-14088,0.0,2,1,0,0
11710-24121,180.37,5,1,0,11
11710-16375,0.0,5,1,0,7
11650-2578,96.76,2,1,0,0
11545-100193247,344.16,8,0,1,8
11110-17710,0.0,2,1,0,0
11320-1460,214.49,4,0,0,2
11140-18123,242.77,5,1,1,8
11140-18457,44.08,1,0,0,0
11140-18494,0.0,1,0,0,0
11140-18500,139.67,3,1,0,0
11140-18501,99.58,2,1,0,0
11710-100525784,79.79,2,1,0,4
11350-11190,232.78,4,1,0,5
11380-37198,51.48,1,1,0,2
11380-3836,0.0,4,1,0,0
11305-22357,0.0,3,0,0,0
11710-21966,223.39,5,1,0,4
11710-23140,59.77,1,0,0,0
11320-100211974,446.24,10,0,1,3
11320-2716,98.0,2,1,0,0
11350-10819,0.0,2,1,0,0
11350-8387,0.0,3,1,0,0
11560-15842,132.97,3,0,0,0
11170-16296,370.25,7,1,1,5
11320-16350,0.0,2,1,0,0
11170-19138,244.07,5,1,0,0
11140-6114,0.0,2,0,0,0
11140-6160,0.0,2,0,0,0
11440-11910,0.0,3,1,0,0
11440-16177,201.15,4,1,0,0
11530-8894,212.61,4,1,0,7
11410-11276,0.0,5,1,0,0
11110-23467,0.0,2,0,0,0
11590-22657,178.88,4,1,0,4
11200-100240417,199.11,6,1,1,7
11140-18990,0.0,2,0,0,0
11590-27140,134.58,3,1,0,3
11140-21402,0.0,2,0,0,0
11140-25178,196.12,5,1,0,0
11140-20613,252.56,4,1,0,2
11140-20617,33.39,1,0,0,0
11140-20621,0.0,3,1,0,0
11620-10633,299.98,6,2,1,18
11740-19095,188.2,4,1,0,3
11590-25292,0.0,3,1,0,0
11170-100179774,151.24,3,1,0,1
11140-20644,255.24,5,1,0,7
11110-27027,0.0,1,0,0,0
11590-27164,0.0,2,0,0,0
11140-20660,95.17,2,2,0,4
11140-20351,190.75,4,1,0,4
11140-20352,191.33,2,0,0,0
11320-9953,0.0,3,1,0,0
11170-16527,0.0,2,0,0,0
11320-9963,198.15,4,1,0,2
11320-9972,198.21,4,1,0,2
11320-9973,0.0,3,1,0,0
11110-21954,0.0,2,0,0,0
11320-9950,176.5,4,1,0,3
11110-23966,0.0,2,0,0,0
11710-7875,66.6,3,0,0,7
11230-23906,0.0,3,1,0,0
11110-24245,0.0,2,0,0,0
11110-24741,155.73,3,1,0,0
11380-100317995,69.45,2,0,0,2
11200-21098,200.17,4,1,0,5
11380-14539,199.07,5,1,1,4
11200-22049,0.0,2,0,0,0
11380-20522,0.0,3,1,0,0
11170-1736,0.0,3,1,0,0
11200-3307,0.0,4,1,0,0
11110-28467,0.0,3,0,0,0
11170-12820,0.0,2,0,0,0
11140-100178804,170.5725,3,1,0,1
11140-6765,0.0,1,0,0,0
11170-17618,0.0,4,1,0,0
11110-19319,0.0,3,0,0,0
11110-19341,0.0,3,1,0,0
11740-100249715,199.62,5,0,1,3
11140-8022,100.99,2,1,0,0
11110-100205469,0.0,2,1,1,4
11170-22511,146.73,3,1,0,2
11140-18698,242.93,5,1,0,4
11140-1999,0.0,2,0,0,0
11140-18746,0.0,3,1,0,0
11140-7260,0.0,3,1,0,0
11410-14152,139.89,3,1,0,1
11140-17734,312.4,4,0,0,0
11140-22491,0.0,5,1,0,0
11650-15614,0.0,5,1,1,6
11200-22169,293.24,4,1,0,0
11140-4719,334.31,4,1,0,0
11140-19132,141.73,3,1,0,0
11140-19140,102.79,2,1,0,0
11290-17504,0.0,4,1,0,0
11140-18693,181.9,4,1,0,6
11140-21087,124.08,2,0,0,0
11110-25074,0.0,1,0,0,0
11110-15307,0.0,1,0,0,0
11110-17734,0.0,6,0,0,0
11110-17741,0.0,2,0,0,0
11110-26628,0.0,1,0,0,0
11110-15414,0.0,3,0,0,0
11110-20348,0.0,3,1,0,0
11140-25246,0.0,1,0,0,0
11440-31212,185.79,4,1,0,3
11410-10665,346.49,7,2,0,4
11440-28324,0.0,2,0,0,0
11140-16463,234.99,3,1,0,2
11110-4947,0.0,2,0,0,0
11110-21362,0.0,2,0,0,0
11140-16709,295.29,6,1,0,8
11110-2246,19.2,1,0,0,0
11110-2247,42.21,1,1,0,0
11110-24348,244.95,5,1,0,0
11500-23027,184.6,3,1,0,0
11140-7671,185.79,4,1,0,5
11140-6079,0.0,1,0,0,0
11140-20865,113.14,3,1,0,1
11140-20904,0.0,1,0,0,0
11170-100230259,121.79,3,0,0,1
11140-18278,0.0,1,0,0,0
11140-18291,100.66,3,0,0,1
11110-15130,243.82,5,1,0,0
11500-100333672,49.65,1,0,0,2
11140-20860,26.2626,1,0,0,0
11110-18369,175.06,3,1,0,0
11500-100333673,33.28,1,1,0,2
11680-3314,47.12,1,0,0,5
11110-22522,0.0,2,0,0,0
11530-13242,0.0,3,1,0,0
11110-28811,173.63,4,1,1,5
11215-19952,164.81,2,1,0,0
11140-17592,262.1,5,1,0,4
11140-24158,0.0,4,1,0,1
11140-25229,0.0,3,0,0,0
11410-12013,0.0,2,1,0,1
11140-4982,0.0,4,0,0,0
11140-6071,93.95,2,1,0,0
11110-21133,0.0,1,0,0,0
11170-16987,0.0,2,1,0,0
11230-100237592,357.99,9,1,1,17
11140-22544,239.23,4,1,0,0
11140-3802,0.0,1,0,0,0
11140-23774,0.0,1,0,0,0
11140-3301,0.0,2,0,0,0
11140-3314,0.0,2,0,0,0
11140-3263,0.0,0,1,0,0
11305-22510,0.0,3,1,0,0
11140-9152,0.0,1,0,0,0
11110-100206524,271.0353,4,1,1,0
11110-100206525,272.2874,4,0,1,0
11440-100288683,249.41,7,1,1,7
11110-100206784,587.57,8,2,1,0
11380-24638,0.0,2,0,0,0
11140-17629,0.0,2,0,0,0
11140-17639,0.0,2,1,0,0
11140-5147,0.0,3,1,0,0
11140-17646,0.0,2,0,0,0
11380-28192,0.0,1,0,0,0
11140-19513,0.0,1,0,0,0
11650-15538,151.88,4,1,0,3
11110-100183319,0.0,3,0,0,0
11140-24015,0.0,1,0,0,0
11140-2295,0.0,2,0,0,0
11140-2296,0.0,2,0,0,0
11140-22968,0.0,2,0,0,0
11140-22974,226.79,3,1,0,0
11230-23320,184.85,4,1,0,3
11170-11236,0.0,1,0,0,0
11140-2349,0.0,2,0,0,0
11200-17479,239.27,4,1,0,7
11545-17320,112.55,3,1,0,0
11140-21327,0.0,3,1,0,0
11140-2370,0.0,2,0,0,0
11230-33488,96.28,2,0,0,2
11290-100208994,119.2,2,0,0,0
11140-22964,0.0,1,0,0,0
11560-30770,359.5915,7,0,1,3
11140-25013,0.0,1,0,0,0
11140-25014,0.0,1,0,0,0
11140-3252,0.0,5,0,0,0
11170-27575,0.0,1,0,0,0
11215-17928,126.19,2,1,0,0
11140-5872,0.0,4,0,0,0
11215-19389,0.0,3,1,0,3
11140-22324,198.3,3,1,0,0
11140-22325,216.82,3,1,0,1
11140-7441,0.0,1,0,0,0
11140-7445,91.29,2,0,0,0
11440-1000000000000000316183,246.41,5,1,1,3
11170-1865,0.0,1,0,0,0
11110-25799,0.0,2,0,0,0
11170-12982,0.0,2,0,0,0
11140-5635,0.0,2,0,0,0
11110-100183737,0.0,0,1,0,0
11170-11238,0.0,1,0,0,0
11110-26957,0.0,4,1,0,0
11140-6341,0.0,2,0,0,0
11200-7263,0.0,2,1,0,0
11140-8454,202.69,4,1,0,3
11215-100211109,313.62,7,0,1,3
11140-6738,0.0,1,0,0,0
11140-8157,0.0,2,1,0,0
11215-24223,0.0,4,1,0,8
11140-8225,174.4,3,0,0,0
11215-15617,0.0,2,1,0,0
11170-19801,222.89,5,1,0,6
11470-19402,0.0,4,1,0,4
11140-2447,0.0,2,0,0,0
11140-8810,138.5,2,0,0,0
11440-16801,94.35,2,1,0,1
11140-7679,217.61,4,1,0,0
11170-23871,0.0,2,0,0,0
11215-17223,0.0,2,0,0,0
11170-2855,143.44,3,1,0,3
11140-20661,196.9,4,2,0,0
11110-22427,236.85,5,1,1,6
11140-21725,0.0,3,1,0,0
11140-20317,194.69,4,1,0,2
11110-22444,0.0,1,0,0,0
11140-20193,0.0,1,0,0,0
11140-20735,118.28,2,1,0,0
11110-23512,0.0,1,0,0,0
11140-20765,259.32,5,1,0,3
11140-20785,106.6,2,1,0,0
11680-23203,304.98,6,1,1,5
11140-20335,0.0,2,0,0,0
11305-26242,0.0,4,1,0,0
11140-9398,0.0,1,0,0,0
11410-5482,0.0,1,0,0,0
11140-100232383,194.3375,4,0,1,1
11140-2383,0.0,2,0,0,0
11620-3992,167.03,4,1,0,2
11110-7444,249.69,5,1,0,3
11140-19833,236.6,5,1,0,5
11140-19834,0.0,1,0,0,0
11140-23839,267.16,5,1,0,5
11140-23182,0.0,2,0,0,0
11140-23184,0.0,2,1,0,0
11140-23188,0.0,2,0,0,0
11140-2321,0.0,2,0,0,0
11140-4958,0.0,2,0,0,0
11140-4899,0.0,5,1,0,0
11140-24837,0.0,6,0,0,0
11140-24840,0.0,6,1,0,0
11140-24850,191.53,4,1,0,2
11140-10938,0.0,1,0,0,0
11140-22588,203.06,3,1,0,0
11140-4110,0.0,3,0,0,0
11140-22628,0.0,1,0,0,0
