건축물대장 관리번호,용적율,지상층수,지하층수,승강기 수,주차 대수
11710-20326,0.0,4,1,0,4
11500-15010,34.63,2,0,0,0
11440-32577,34.48,1,0,0,0
11440-9370,0.0,2,0,0,0
11260-28364,453.56,8,5,1,36
11440-30588,0.0,4,1,0,0
11560-31657,181.06,4,1,0,0
11740-100281022,90.85,3,0,1,2
11740-17109,0.0,3,1,0,3
11620-100263588,461.98,10,1,1,11
11560-30667,0.0,3,1,0,0
11305-17518,0.0,1,0,0,0
11560-5747,0.0,1,0,0,0
11590-10487,76.58,1,0,0,0
11650-15685,178.46,5,1,0,4
11305-100185222,236.13,5,1,0,4
11305-1124,277.63,5,0,0,4
11305-14897,223.17,5,1,0,2
11290-10636,0.0,1,1,0,0
11545-5783,0.0,1,0,0,0
11200-22461,71.66,1,0,0,0
11545-9984,234.19,5,1,0,4
11545-5386,258.51,5,1,0,4
11650-8549,128.21,4,1,0,6
11140-24815,0.0,3,1,0,0
11140-20676,0.0,2,1,0,0
11140-6016,0.0,3,0,0,0
11740-7526,242.27,5,0,1,5
11290-6814,0.0,4,1,0,2
11200-23404,0.0,2,1,0,0
11680-100238190,98.3,2,0,0,5
11680-100267466,249.33,6,0,0,2
11740-9889,0.0,2,1,0,0
11740-8379,0.0,2,1,0,0
11260-2937,146.65,3,1,0,0
11560-100208496,59.37,1,0,0,2
11380-16036,0.0,2,1,0,0
11260-4459,96.29,2,1,0,0
11200-7255,0.0,1,0,0,0
11110-100214905,2.7963,1,0,0,0
11110-13685,54.34,1,0,0,0
11110-14049,223.35,5,1,0,4
11380-34846,0.0,2,1,0,0
11680-21715,290.38,6,1,1,7
11380-34847,0.0,2,1,0,0
11140-5547,172.78,3,1,0,5
11110-17632,0.0,4,1,0,0
11200-11336,197.78,4,1,0,0
11110-24503,0.0,2,0,0,0
11620-27397,236.6,5,1,0,3
11290-15413,195.28,4,1,0,0
11740-10614,110.7,3,1,0,5
11590-6458,0.0,3,0,0,0
11380-100202664,129.89,3,0,1,7
11620-100258748,475.5,10,1,1,8
11290-11970,197.48,4,1,0,3
11440-3095,0.0,5,1,0,0
11290-15234,0.0,1,0,0,0
11650-14522,79.74,2,1,0,2
11305-100230172,199.25,4,0,1,5
11620-100258849,249.97,6,1,1,5
11140-23222,357.61,5,1,0,0
11470-14841,143.38,3,1,0,1
11140-6665,0.0,1,0,0,0
11215-100257830,199.6,5,1,1,6
11110-10977,0.0,2,0,0,0
11380-16112,0.0,3,1,0,0
11680-20920,140.85,3,0,0,1
11545-5107,216.84,4,1,0,4
11710-8804,226.25,5,1,0,0
11380-3808,0.0,3,1,0,0
11650-15463,0.0,5,1,0,4
11650-2208,0.0,3,1,0,5
11215-5694,0.0,2,1,0,0
11680-3209,181.14,5,1,0,0
11545-15305,0.0,3,1,0,0
11650-100198639,249.07,6,2,1,34
11650-100198879,139.41,4,1,0,6
11380-100307914,97.0,2,0,0,4
11560-100234355,207.62,5,0,1,5
11650-100198919,198.0,4,1,1,3
11560-13624,0.0,2,0,0,0
11560-13625,0.0,1,0,0,0
11560-14569,0.0,1,0,0,0
11560-100216588,3.84,1,0,0,2
11170-10103,0.0,2,1,0,0
11170-12324,0.0,2,0,0,0
11620-17602,183.87,4,0,0,0
11560-34491,177.64,4,1,0,2
11170-17950,223.28,5,1,1,13
11590-6699,0.0,2,0,0,0
11290-26316,0.0,4,1,0,3
11350-7434,0.0,5,1,0,0
11305-21620,125.34,4,1,1,13
11170-21844,0.0,4,1,0,0
11290-29146,210.75,4,0,0,3
11650-8603,157.1,3,1,0,2
11560-14223,0.0,3,1,0,0
11560-17506,0.0,4,1,0,0
11470-20015,0.0,4,1,0,0
11650-100212511,199.84,5,2,1,28
11560-25630,149.85,3,1,0,0
11560-2688,249.0168,5,0,0,4
11140-16240,0.0,1,0,0,0
11140-7680,0.0,2,1,0,0
11680-100204507,0.0,3,0,0,0
11230-22957,177.7,4,1,0,4
11200-17161,0.0,1,0,0,0
11230-3181,0.0,3,1,0,0
11230-36726,322.92,6,1,0,6
11680-20812,225.66,5,1,0,5
11230-16263,0.0,1,0,0,0
11440-19627,236.36,5,1,0,4
11560-15558,0.0,1,0,0,0
11560-33973,0.0,3,0,0,0
11230-100244973,0.0,0,1,0,0
11470-14115,206.96,4,1,0,3
11650-4087,213.98,5,1,0,7
11230-13935,120.5,2,0,0,0
11170-8967,122.65,3,1,0,1
11230-28773,0.0,3,1,0,0
11650-8330,0.0,1,0,0,0
11560-100270650,0.0,0,2,0,0
11110-5766,0.0,1,0,0,0
11680-8459,0.0,3,1,0,8
11680-8777,233.83,5,1,0,22
11215-10706,185.74,4,1,0,3
11680-100264470,198.56,5,1,1,4
11305-30002,0.0,4,1,0,0
11590-27173,0.0,2,0,0,0
11560-100270370,0.0,0,1,0,0
11740-100244864,70.3,2,0,1,2
11740-13617,214.5,4,1,0,4
11440-20497,178.15,4,1,0,3
11530-3865,0.0,1,0,0,0
11530-5587,56.5,1,0,0,1
11440-9183,0.0,2,1,0,0
11440-9185,0.0,1,0,0,0
11590-3145,27.15,2,0,0,0
11740-8595,148.83,3,1,0,4
11620-22097,203.23,4,1,0,1
11620-23295,188.05,4,1,0,0
11110-100189478,52.598,1,1,0,0
11620-25389,213.72,5,1,0,5
11620-26082,212.17,5,1,0,0
11215-27383,157.77,4,1,1,16
11215-4432,0.0,4,1,0,2
11215-25874,0.0,3,1,0,0
11740-6421,206.65,5,1,0,5
11560-17228,0.0,1,0,0,0
11560-21079,0.0,2,1,0,0
11380-100287215,199.35,6,0,1,5
11200-9339,165.44,4,1,0,1
11560-3477,172.09,3,0,0,0
11560-8975,0.0,3,1,0,0
11650-100198939,199.32,4,1,1,4
11410-15198,0.0,2,0,0,0
11620-33587,170.96,4,1,0,0
11350-100212952,30.61,1,0,0,2
11350-10781,46.96,2,0,0,0
11680-18877,0.0,3,1,0,0
11350-13469,171.35,4,1,0,4
11350-6138,258.21,5,1,1,8
11440-23603,0.0,2,1,0,0
11440-20568,81.62,2,1,0,3
11440-100260163,197.71,7,1,1,7
11650-5596,0.0,4,1,0,0
11680-100265174,249.97,6,1,1,6
11620-11740,109.94,2,1,0,0
11215-24814,0.0,4,1,0,5
11650-8942,193.64,6,1,0,6
11560-4489,0.0,4,1,0,0
11560-5185,149.61,3,1,0,0
11260-4707,0.0,3,1,0,0
11680-13639,68.64,2,1,0,0
11680-21416,359.07,8,1,1,8
11650-9841,245.08,5,1,0,6
11650-9815,228.35,5,1,0,5
11680-23371,94.46,2,4,1,19
11260-29368,192.06,4,1,0,0
11680-13991,113.11,4,1,0,3
11650-9663,228.97,5,1,0,5
11650-9582,311.62,8,2,1,8
11650-15848,216.01,5,1,0,6
11350-5846,191.11,5,1,1,9
11260-28368,236.98,5,1,0,9
11680-100268224,178.05,4,1,1,5
11410-17785,0.0,2,0,0,0
11260-14705,271.27,5,1,0,3
11680-100268394,71.71,2,0,0,2
11290-27249,0.0,2,0,0,0
11680-100272514,232.31,7,2,1,7
11440-100266223,218.51,6,1,1,5
11440-13638,0.0,1,0,0,0
11440-22070,91.96,2,0,0,0
11650-100190150,199.96,5,0,1,5
11545-2700,0.0,2,0,0,0
11110-8080,57.4,1,0,0,0
11260-15971,0.0,3,1,0,0
11260-22606,0.0,2,1,0,0
11260-26171,234.97,5,1,0,5
11260-26473,189.4,4,1,0,4
11260-6022,250.61,5,1,0,6
11260-6277,197.1,4,1,0,4
11230-30128,0.0,5,1,0,9
11710-22273,100.9,2,1,0,0
11230-24647,0.0,1,0,0,0
11740-11260,0.0,2,1,0,0
11740-19131,0.0,1,0,0,0
11740-2639,77.7,2,1,0,1
11740-4642,0.0,1,0,0,0
11740-5696,0.0,1,0,0,0
11740-12636,0.0,3,1,0,8
11230-19139,0.0,2,0,0,0
11230-33053,0.0,2,1,0,0
11230-34229,149.72,3,1,0,0
11650-11111,85.03,2,1,0,2
11110-9215,0.0,3,1,0,0
11380-20174,291.14,6,1,1,9
11215-22443,0.0,3,0,0,0
11620-1203,197.78,4,1,0,3
11215-23290,199.37,4,1,0,5
11620-12241,210.02,4,1,0,0
11560-5278,0.0,1,0,0,0
11545-2242,0.0,3,1,0,0
11110-22311,60.3792,2,0,0,0
11620-12505,199.88,4,1,0,0
11620-27829,248.14,5,1,1,9
11620-28602,0.0,4,0,1,0
11620-28861,0.0,3,1,0,0
11560-100270661,0.0,0,1,0,0
11680-100207527,273.38,5,0,1,4
11620-30881,197.06,4,1,0,3
11560-10362,196.71,3,1,0,0
11440-100259343,177.59,4,0,0,1
11290-6676,0.0,1,0,0,0
11680-14951,293.68,6,2,0,10
11740-20474,244.33,5,0,0,4
11650-9035,100.6,2,1,0,2
11680-4363,112.41,2,1,0,0
11650-100263475,45.51,1,0,0,0
11740-9860,266.81,5,1,0,5
11620-16098,188.08,5,1,0,5
11680-18067,212.14,5,1,0,3
11680-20170,0.0,2,1,0,0
11305-8392,266.33,5,1,0,3
11530-11403,0.0,2,1,0,0
11680-8154,175.14,5,1,0,4
11740-21537,257.23,5,0,0,4
11650-10860,99.57,3,1,1,5
11710-12925,270.93,5,1,0,4
11710-13534,300.5,7,1,0,8
11650-11221,135.15,3,1,0,4
11650-11280,228.98,5,2,1,10
11680-100297043,196.31,5,2,1,8
11740-8899,0.0,1,1,0,0
11650-11287,0.0,2,1,0,0
11530-11581,98.06,2,1,0,9
11290-4795,290.73,5,1,0,6
11290-8667,0.0,3,1,0,0
11650-15879,0.0,5,1,0,4
11680-100264910,249.95,7,2,1,14
11680-100203251,207.12,5,1,0,4
11590-21001,0.0,5,1,0,0
11680-100295883,98.17,2,2,1,4
11170-13841,197.89,4,1,0,0
11350-15230,280.58,5,1,0,4
11380-9780,0.0,1,0,0,0
11215-16349,102.87,4,1,0,38
11470-15261,0.0,1,0,0,0
11170-21110,235.09,5,1,1,7
11410-11189,0.0,5,1,0,1
11215-23223,156.55,3,0,0,1
11560-14960,71.6,1,0,0,0
11440-25952,0.0,4,1,0,0
11710-7747,0.0,1,1,0,0
11110-12774,0.0,1,0,0,0
11230-12253,271.24,5,0,1,6
11650-14431,107.9,2,1,0,0
11740-100249759,69.4,2,0,0,2
11710-10970,199.0,4,1,0,3
11305-4415,0.0,3,1,0,0
11305-21216,0.0,3,1,0,0
11170-10097,174.08,4,1,0,4
11350-100207872,199.56,5,0,1,3
11740-7359,96.32,2,0,0,0
11305-14590,0.0,2,0,0,0
11740-899,0.0,3,1,0,0
11110-6030,0.0,3,1,0,0
11110-6527,214.27,4,1,0,2
11680-18288,0.0,4,1,1,4
11230-21442,0.0,2,1,0,0
11470-12474,121.39,3,1,0,0
11470-13829,0.0,2,1,0,0
11545-11072,0.0,2,0,0,0
11545-17994,142.61,3,1,0,3
11140-13878,0.0,1,0,0,0
11470-11059,199.01,4,0,0,2
11140-13991,0.0,3,0,0,0
11305-2102,0.0,3,1,0,0
11140-14045,0.0,3,1,0,0
11620-15840,0.0,3,1,0,0
11650-8079,183.34,4,1,0,4
11620-31779,210.1184,4,1,0,0
11620-31966,162.33,3,0,0,0
11650-100219493,289.85,5,1,1,9
11620-32927,0.0,3,1,0,0
11620-35221,0.0,3,1,0,0
11560-1000000000000001266504,199.35,5,1,1,4
11620-4542,0.0,3,1,0,0
11680-10031,0.0,4,1,0,0
11560-11063,176.21,4,1,0,0
11560-13396,0.0,1,0,0,0
11545-100185545,371.14,8,1,1,9
11710-17533,0.0,4,1,0,6
11710-18498,0.0,5,1,0,3
11380-100289014,198.95,5,1,1,6
11650-100203920,96.16,2,2,0,12
11560-7409,0.0,1,0,0,0
11545-5740,0.0,2,0,0,0
11620-35336,242.74,6,1,0,7
11380-38168,79.69,3,1,0,4
11170-13447,0.0,4,1,1,0
11110-100206544,306.49,7,2,1,18
11140-13708,0.0,1,0,0,0
11650-11386,62.53,2,1,0,0
11650-11597,180.14,4,1,0,4
11530-4971,0.0,5,1,0,0
11110-12465,279.39,5,1,1,7
11140-24858,0.0,3,0,0,0
11650-1154,0.0,3,1,0,0
11140-12080,0.0,3,0,0,0
11140-7906,164.7,3,1,0,4
11140-8255,136.67,3,1,0,8
11305-5041,0.0,2,1,0,0
11140-3478,0.0,4,0,0,0
11305-24792,83.98,3,1,0,3
11305-25108,191.01,4,1,0,4
11305-3064,0.0,1,0,0,0
11680-11568,224.55,4,1,1,6
11590-13481,0.0,5,1,0,0
11680-12314,275.29,5,1,0,5
11680-16392,299.92,6,1,1,9
11410-12489,0.0,4,1,0,4
11620-13343,210.81,3,1,0,0
11620-14902,58.39,2,1,0,4
11680-9330,0.0,2,1,0,0
11620-17087,224.17,4,1,0,5
11680-18990,200.63,5,1,0,5
11410-11407,0.0,1,0,0,0
11410-11779,0.0,1,0,0,0
11560-8216,0.0,5,1,0,0
11410-1000000000000000067283,199.79,5,2,1,12
11110-17025,0.0,1,0,0,0
11560-33544,0.0,3,1,0,0
11560-5204,0.0,1,0,0,0
11110-15599,98.85,2,0,0,0
11110-14205,0.0,3,1,0,0
11560-8853,0.0,1,0,0,0
11110-15693,0.0,1,0,0,0
11560-4528,0.0,2,0,0,0
11140-7442,0.0,1,0,0,0
11650-14576,198.47,4,1,0,5
11215-26661,148.48,3,1,0,2
11215-7217,147.78,3,1,0,2
11230-34344,0.0,1,0,0,0
11620-100201265,310.14,6,1,1,0
11620-100201284,221.64,6,0,1,4
11470-5127,199.0,4,1,0,0
11545-8423,207.74,4,1,0,2
11620-100201585,281.39,6,0,1,1
11650-14366,244.34,5,1,1,12
11650-3604,232.35,5,1,0,8
11230-100188837,198.25,5,0,0,3
11560-4839,0.0,2,0,0,0
11410-11190,0.0,2,0,0,0
11440-15912,244.53,4,1,0,0
11440-16870,152.22,4,1,0,0
11440-33255,112.7,3,1,0,0
11200-5186,114.1361,2,1,0,0
11620-12135,0.0,2,1,0,0
11740-3311,0.0,3,0,0,0
11215-7469,0.0,2,1,0,0
11740-9959,190.21,4,1,0,4
11710-20991,245.97,5,1,0,5
11110-17933,247.42,3,1,0,0
11710-21058,194.09,4,1,0,4
11110-100189437,0.0,1,0,0,0
11560-4304,258.95,4,0,0,0
11110-100197405,14.595,2,0,0,0
11305-19205,163.86,4,1,0,19
11710-4893,296.15,6,1,1,7
11710-4910,0.0,5,1,0,5
11710-4912,58.74,1,0,0,2
11710-7374,0.0,5,1,0,6
11560-23155,0.0,2,1,0,0
11560-2690,326.78,7,1,1,8
11740-19419,207.93,5,1,1,5
11710-7431,0.0,4,1,0,4
11305-30155,215.47,4,1,0,4
11710-7432,172.6,4,1,0,2
11710-7461,106.52,3,1,0,5
11710-7494,171.48,3,1,0,4
11710-7533,296.33,6,1,1,12
11440-100260643,204.54,5,1,1,4
11110-19689,0.0,2,0,0,0
11110-5558,0.0,1,0,0,0
11290-11019,0.0,3,1,0,0
11230-12986,130.64,4,1,1,8
11680-5170,175.97,5,1,1,8
11305-100232044,199.79,5,0,0,4
11230-31610,141.15,2,0,0,0
11680-15707,212.22,5,1,0,4
11620-34129,217.07,4,1,0,0
11680-23392,93.7,2,0,0,2
11470-20319,210.67,5,1,0,5
11680-19784,249.2,6,1,1,7
11590-5889,0.0,2,1,0,0
11650-4851,283.53,6,1,1,7
11740-2992,0.0,3,1,0,0
11500-12751,258.9,5,1,0,5
11230-15640,228.15,4,1,0,3
11545-6533,99.6,2,1,0,0
11230-27062,0.0,3,1,0,0
11740-11813,128.94,3,1,0,8
11620-100261268,327.61,8,1,1,7
11230-6887,0.0,1,0,0,0
11230-4226,0.0,2,1,0,0
11740-11956,0.0,3,1,0,2
11620-9738,0.0,4,1,0,4
11380-8137,0.0,2,0,0,0
11260-17660,113.84,2,1,0,0
11260-19063,0.0,2,1,0,0
11110-17938,0.0,1,0,0,0
11290-12689,0.0,2,0,0,0
11290-21269,0.0,2,0,0,0
11530-2683,0.0,2,1,0,0
11710-18871,156.29,4,1,0,4
11230-20402,179.56,3,0,0,0
11350-13281,256.03,5,1,0,6
11740-13303,87.39,2,1,0,1
11110-9155,98.5076,2,1,0,0
11740-10221,213.89,3,0,0,0
11680-5914,249.93,6,0,0,4
11740-6653,189.39,4,1,0,5
11110-4617,189.83,4,1,0,0
11620-23492,0.0,2,0,0,0
11260-10688,116.71,2,0,0,0
11215-3439,199.9,5,1,0,4
11215-4524,247.85,5,1,0,5
11650-15735,0.0,6,1,0,0
11650-3226,0.0,5,1,0,0
11290-38234,0.0,3,1,0,0
11710-3623,0.0,4,1,0,4
11350-12994,500.58,9,3,0,24
11710-3645,259.44,6,1,0,7
11320-14569,248.51,5,2,2,13
11710-3653,240.47,5,1,1,7
11710-3657,245.7,6,1,1,6
11710-4921,299.7,6,1,1,9
11440-17365,70.14,2,1,0,0
11440-100236175,197.24,4,2,1,10
11710-4966,202.03,4,1,0,4
11320-6086,209.33,5,1,0,4
11710-5043,0.0,2,1,0,0
11320-8084,0.0,2,1,0,0
11710-5060,0.0,4,1,0,3
11215-22662,0.0,5,1,1,5
11590-10514,0.0,1,0,0,0
11710-7795,285.88,5,1,1,7
11710-7773,40.47,2,1,0,5
11710-7849,0.0,3,1,0,0
11590-26637,0.0,3,0,0,0
11320-7119,149.7,3,1,0,4
11470-20993,199.87,4,1,0,0
11140-12686,0.0,3,0,0,0
11140-18929,0.0,4,1,0,0
11740-5648,145.38,3,1,0,2
11590-19947,64.62,1,0,0,0
11710-11034,186.38,4,1,0,4
11350-7651,0.0,4,1,0,7
11740-5360,0.0,2,1,0,0
11710-14279,180.26,4,1,0,4
11545-6283,273.38,5,1,0,8
11710-18389,254.23,6,1,1,8
11545-12404,133.09,3,1,0,0
11110-20187,0.0,4,1,0,0
11260-12282,176.62,4,1,0,2
11545-12769,239.48,4,1,0,2
11440-20374,256.5,5,1,0,4
11620-35198,145.57,3,1,0,2
11680-13333,280.23,5,1,0,5
11680-15234,198.89,5,1,1,5
11680-23212,215.76,4,1,0,3
11290-30558,0.0,1,0,0,0
11410-12311,104.83,4,2,0,18
11320-5502,55.78,1,0,0,0
11410-12618,268.37,5,1,0,0
11440-21974,0.0,2,0,0,0
11590-11350,234.3,5,1,0,11
11740-19118,0.0,4,1,0,1
11500-5294,30.2,1,0,0,0
11710-7129,0.0,4,1,0,3
11710-7468,297.52,6,1,1,13
11710-7716,182.88,5,1,0,3
11545-17736,188.16,4,1,0,6
11740-8196,50.0,1,1,0,0
11710-100231014,0.0,0,0,0,0
11500-12594,235.58,5,1,0,12
11740-4395,0.0,2,0,0,0
11740-19409,266.48,5,0,0,5
11740-17919,235.01,5,1,0,4
11530-14553,0.0,1,0,0,0
11740-5023,114.64,2,0,0,0
11500-21983,145.56,3,1,0,5
11500-9353,0.0,4,1,0,0
11530-100245293,225.26,5,0,0,2
11530-10994,0.0,4,1,0,4
11170-24255,187.76,4,1,0,0
11230-35011,274.71,5,2,1,13
11230-9360,200.9,4,1,0,6
11110-18750,0.0,2,0,0,0
11545-10909,148.07,3,1,0,2
11260-14712,0.0,2,1,1,0
11680-12734,178.5,4,1,0,2
11680-7125,79.74,2,1,0,3
11680-7595,0.0,1,1,0,0
11710-100235797,36.15,1,0,0,1
11470-2913,0.0,3,0,0,0
11410-100211561,70.18,2,1,0,2
11410-13857,211.52,6,1,0,0
11260-1472,0.0,5,1,0,0
11350-5125,169.28,3,1,0,0
11350-14994,249.4,5,1,0,6
11560-15101,92.17,1,0,0,0
11170-24991,236.6,5,2,0,0
11710-5331,0.0,5,1,0,4
11710-5341,227.02,5,1,0,9
11710-5159,181.78,4,1,0,5
11590-28964,0.0,2,1,0,0
11710-7900,299.85,6,1,1,11
11710-7920,197.6,4,0,1,3
11215-881,231.3,5,1,0,4
11710-7938,201.39,4,1,0,4
11710-7943,61.21,2,0,0,8
11230-28806,165.61,4,0,0,8
11710-8064,0.0,5,1,0,7
11110-1775,270.63,6,1,0,5
11590-6038,141.22,3,1,0,0
11215-5779,0.0,3,1,0,2
11710-5367,243.35,5,1,1,10
11710-8077,213.73,6,0,1,5
11710-8138,246.32,5,1,0,6
11710-8201,424.65,8,2,0,10
11215-20677,0.0,3,1,0,0
11620-10519,0.0,3,1,0,0
11620-13080,0.0,3,1,0,0
11620-14429,197.57,4,0,0,2
11620-15502,0.0,3,1,0,0
11215-5695,213.64,5,1,0,4
11620-31298,167.43,4,1,0,0
11230-29798,81.29,2,0,0,0
11380-28119,0.0,3,1,0,0
11380-16044,203.75,4,0,0,2
11740-7464,219.31,5,1,0,7
11260-1482,199.25,4,1,0,0
11545-13452,108.14,2,0,0,0
11230-6133,0.0,4,0,0,0
11170-16594,110.13,2,0,0,0
11680-5212,0.0,2,1,0,0
11380-32640,0.0,4,1,0,0
11500-100312643,11.07,1,0,0,1
11110-12795,0.0,1,0,0,0
11110-24991,165.63,4,1,1,28
11110-28451,177.23,4,1,0,0
11140-6748,0.0,6,1,0,0
11290-30141,0.0,4,1,0,3
11710-8437,0.0,4,1,0,5
11710-8501,0.0,5,1,0,0
11710-8755,0.0,3,1,0,1
11710-9217,197.78,4,1,0,5
11470-9838,0.0,3,1,0,0
11680-18311,159.24,4,1,0,5
11560-3882,0.0,2,0,0,0
11710-9227,242.21,5,1,1,6
11215-23860,0.0,2,0,0,0
11230-7191,231.33,4,1,0,0
11500-7642,199.8,5,1,1,7
11305-6918,227.77,4,0,0,1
11530-11674,103.51,3,1,0,1
11530-12381,0.0,4,1,0,0
11530-12578,187.73,4,1,0,4
11530-12833,0.0,2,1,0,0
11140-13614,110.33,2,0,0,0
11530-13519,0.0,3,1,0,1
11530-15937,0.0,2,1,0,0
11305-18419,0.0,3,0,0,0
11710-24403,129.1,3,0,0,5
11710-24414,182.86,4,1,1,5
11710-24436,230.57,5,1,0,4
11170-8073,0.0,2,1,0,0
11740-5671,209.48,4,1,0,0
11410-30140,198.72,4,1,0,0
11140-13617,0.0,1,0,0,0
11545-5568,174.31,4,1,0,3
11680-100286603,149.21,4,3,2,20
11560-9444,242.24,4,0,0,0
11710-5398,91.31,2,0,0,2
11110-17793,0.0,2,0,0,0
11710-5483,78.63,2,0,0,3
11710-5501,19.85,1,0,0,0
11710-5583,178.47,4,1,0,6
11380-32306,142.24,3,1,0,0
11710-5593,240.12,5,1,0,5
11710-8240,36.84,1,0,0,0
11650-1560,112.55,3,1,0,9
11140-13619,0.0,2,0,0,0
11710-8313,293.85,6,0,0,6
11710-8378,0.0,4,1,0,6
11710-8535,182.84,4,1,0,5
11200-21784,119.54,2,1,0,0
11710-8586,0.0,4,1,0,4
11710-8621,147.87,3,1,0,4
11290-34491,0.0,3,0,0,0
11230-100182388,141.2,3,0,0,5
11620-4914,149.0,3,1,0,0
11650-11071,74.4,2,0,0,2
11200-4799,98.61,2,1,0,0
11140-13582,0.0,1,0,0,0
11710-7449,233.1,5,1,0,5
11740-9960,230.13,5,2,1,20
11650-9794,116.41,3,0,0,5
11410-20201,0.0,4,1,0,4
11110-18667,213.97,4,1,0,2
11380-36552,231.04,5,1,0,5
11440-21701,152.4,3,1,0,2
11440-19722,168.4,3,1,0,2
11440-22830,112.46,3,1,0,5
11680-5531,248.71,5,1,0,6
11680-4856,197.34,5,1,0,4
11680-6552,0.0,2,1,0,0
11710-23100,0.0,5,1,0,0
11260-5552,158.5,3,1,0,1
11545-7591,134.08,3,1,0,2
11710-13156,0.0,2,1,0,0
11410-2506,0.0,1,0,0,0
11410-25398,0.0,2,1,0,0
11410-7293,0.0,1,0,0,0
11110-22989,0.0,6,1,0,0
11350-8865,57.43,1,1,0,0
11500-3948,0.0,1,1,0,0
11710-12955,226.94,5,1,0,7
11620-15617,349.39,6,1,0,6
11305-14706,45.99,1,0,0,1
11740-100242814,318.66,8,0,1,3
11305-11039,0.0,3,1,0,0
11290-25648,76.91,1,1,0,0
11290-40538,0.0,1,1,0,0
11710-9643,397.69,8,2,1,19
11620-13366,241.65,5,0,0,5
11620-18940,268.24,6,0,1,0
11140-1789,0.0,2,0,0,0
11650-5415,0.0,3,1,0,0
11620-32982,0.0,3,1,0,0
11680-12023,0.0,2,1,0,0
11530-11012,170.48,3,1,0,0
11110-8172,250.65,3,0,0,0
11680-23198,165.59,4,1,0,2
11530-16747,0.0,1,0,0,0
11530-17107,0.0,1,0,0,0
11440-100193383,0.0,2,0,0,0
11530-18081,97.82,2,1,0,0
11530-18955,142.36,2,0,0,0
11530-15704,163.23,4,1,0,8
11530-19375,0.0,1,0,0,0
11530-17752,21.98,1,0,0,7
11710-13257,0.0,2,1,0,0
11305-9093,185.1,4,1,0,3
11215-17854,126.17,3,1,0,2
11350-6617,0.0,3,1,0,0
11350-9114,113.78,2,0,0,1
11380-15411,30.34,2,1,0,0
11710-24495,172.74,4,1,0,4
11545-5881,106.89,2,1,0,0
11110-17058,0.0,1,0,0,0
11710-24660,199.45,4,1,1,4
11710-24689,206.66,5,1,1,5
11230-8931,127.05,3,1,0,1
11140-24014,0.0,2,0,0,0
11140-9315,94.31,2,0,0,0
11680-10763,248.19,5,1,1,11
11440-100209692,49.36,1,0,0,0
11680-12871,270.06,5,1,0,4
11680-14306,272.1,6,1,1,6
11560-28319,127.23,4,1,0,4
11230-24614,137.16,3,0,1,10
11680-15224,292.02,5,1,0,6
11380-38160,0.0,3,1,0,0
11380-38204,0.0,2,0,0,0
11380-3905,0.0,4,1,0,0
11710-5618,190.33,4,1,1,9
11710-5608,174.64,4,1,0,7
11710-5652,190.55,4,1,0,4
11710-5682,299.72,7,0,1,12
11680-14008,261.47,5,3,1,10
11710-8710,279.72,6,1,0,4
11710-8721,156.69,3,0,0,4
11710-8723,0.0,5,1,0,4
11710-8740,296.76,6,1,1,8
11140-1000000000000000050627,196.82,4,0,0,2
11680-19044,211.69,5,1,0,4
11710-8810,78.35,4,1,0,4
11680-20082,0.0,4,1,0,4
11680-14100,209.43,5,1,0,4
11215-7176,199.24,4,1,0,2
11710-18454,234.24,5,1,0,8
11215-9037,199.98,4,1,0,3
11710-6371,0.0,5,1,0,2
11500-7796,0.0,1,1,0,0
11410-7774,0.0,3,1,0,2
11170-14389,64.82,1,0,0,0
11110-7091,0.0,4,1,0,0
11680-19479,65.73,2,1,0,2
11200-15095,0.0,2,0,0,0
11170-14513,234.84,4,1,0,0
11170-14955,220.03,4,1,0,5
11170-1743,0.0,3,0,0,0
11710-5061,183.48,4,1,0,4
11710-5210,194.68,4,1,0,3
11440-10441,195.7989,4,1,0,3
11500-100298432,147.42,3,0,0,4
11740-12995,99.42,2,1,0,0
11740-15463,174.24,4,1,0,5
11440-15910,0.0,2,1,0,0
11440-7138,0.0,3,0,0,0
11545-8112,0.0,1,1,0,0
11290-11683,0.0,3,1,0,0
11290-21651,0.0,1,0,0,0
11290-21710,0.0,2,1,0,0
11440-9859,163.82,3,1,0,3
11560-100190914,89.5128,2,0,0,0
11545-10457,208.92,4,1,0,1
11545-14886,220.05,5,1,0,5
11545-17114,14.32,1,0,0,0
11560-32060,0.0,4,1,0,0
11590-18311,0.0,1,1,0,0
11710-14369,0.0,3,1,0,3
11320-3635,113.4,3,1,0,10
11740-2393,0.0,2,1,0,0
11560-15191,70.76,1,0,0,0
11740-887,0.0,1,0,0,0
11200-22116,0.0,2,0,0,0
11110-11218,0.0,1,0,0,0
11215-2353,210.32,3,1,0,2
11680-19873,88.46,2,1,0,2
11650-18134,293.69,6,0,1,7
11530-19820,0.0,4,1,0,0
11620-100283419,0.0,1,2,0,0
11530-22273,133.7,4,1,0,2
11380-23968,0.0,1,0,0,0
11380-23969,0.0,1,0,0,0
11110-12758,382.46,7,1,1,0
11110-14745,60.1147,1,0,0,0
11530-20402,117.74,2,0,0,0
11440-18123,183.15,4,1,0,1
11440-31205,217.15,4,1,0,4
11740-7035,240.26,6,2,1,18
11170-8843,0.0,5,1,0,0
11200-13712,0.0,1,0,0,0
11200-25300,183.8,4,1,0,3
