관리_전유_공용_면적_pk,층_구분_코드,층_번호,면적
11545-1000000000000000223724,20.0,2,75.91
11545-1000000000000000223728,10.0,3,6.71
11545-1000000000000000223731,10.0,3,8.19
11170-100061444,10.0,1,22.16
11170-100061445,10.0,1,5.31
11170-100061446,40.0,0,41.02
11170-100061447,40.0,0,115.07
11545-1000000000000000223740,20.0,2,113.92
11545-1000000000000000223742,20.0,1,88.11
11545-1000000000000000223743,40.0,0,33.09
11545-1000000000000000139547,20.0,1,49.87
11545-1000000000000000139550,40.0,0,18.4
11170-1000000000000000227821,10.0,1,71.52
11170-100065956,20.0,2,16.12
11170-100065957,20.0,2,13.85
11170-100065958,20.0,2,13.85
11170-100065959,20.0,2,20.67
11170-100065960,20.0,2,17.12
11545-1000000000000000139755,20.0,3,30.55
11545-1000000000000000139757,20.0,3,32.63
11545-1000000000000000139758,40.0,0,24.75
11545-1000000000000000139765,40.0,0,10.07
11560-1000000000000000359807,20.0,1,277.05
11170-100065961,20.0,2,17.2
11170-100065962,20.0,3,16.12
11170-100065965,20.0,2,20.67
11170-100065966,20.0,2,17.12
11170-100065967,20.0,2,17.2
11170-100065968,20.0,4,16.12
11170-100065969,20.0,4,13.85
11170-100065970,20.0,4,13.85
11170-100065971,20.0,4,20.67
11170-100065972,20.0,4,17.12
11560-1000000000000000359810,20.0,1,2.65
11170-100065973,20.0,4,17.2
11170-100065974,20.0,5,15.49
11170-100065975,20.0,5,13.45
11560-1000000000000000359812,20.0,1,136.8
11170-100065976,20.0,5,13.45
11170-100065977,20.0,5,18.69
11170-100065978,40.0,0,8.98
11170-100065979,40.0,0,7.72
11170-100061442,40.0,0,115.07
11170-100065980,40.0,0,7.72
11170-100065981,40.0,0,11.52
11170-100065984,40.0,0,8.98
11170-100065985,40.0,0,7.72
11170-100065986,40.0,0,7.72
11170-100065987,40.0,0,11.52
11170-100065988,40.0,0,9.54
11170-100065989,40.0,0,9.58
11170-100065990,40.0,0,8.98
11170-100065991,40.0,0,7.72
11170-100065992,40.0,0,7.72
11170-100065993,40.0,0,11.52
11170-100065994,40.0,0,9.54
11170-100065995,40.0,0,9.58
11170-100065996,40.0,0,8.63
11170-100065997,40.0,0,7.49
11170-100065999,40.0,0,10.4
11260-1000000000000000180493,10.0,0,13.91
11170-100052608,40.0,0,8.47
11170-100065260,10.0,1,10.19
11170-100065261,10.0,1,1.39
11710-1000000000000000025919,40.0,0,5.898
11170-100065262,40.0,0,8.48
11170-100065263,20.0,2,6.21
11170-100064358,20.0,1,6.49
11170-100064359,20.0,1,6.2
11170-100064360,20.0,1,6.69
11170-100064361,10.0,1,8.69
11170-100064362,20.0,1,6.99
11170-100064363,10.0,1,12.39
11545-100189157,20.0,0,13.73
11545-100189169,20.0,1,6.19
11545-100189170,20.0,1,2.9
11710-100234354,20.0,1,15.31
11710-100234355,20.0,2,142.6
11710-100234356,20.0,3,142.6
11710-100234361,40.0,0,6.07
11710-100234362,40.0,0,6.18
11710-100234363,40.0,0,1.48
11710-100234364,40.0,0,56.51
11710-100234365,40.0,0,13.87
11710-100234366,40.0,0,57.56
11710-100234367,40.0,0,56.51
11710-100234368,40.0,0,13.87
11230-100086617,10.0,5,0.43
11710-1000000000000000025924,20.0,1,27.56
11230-100086618,10.0,4,1.54
11230-100086619,10.0,2,0.05
11230-100086620,40.0,0,0.56
11230-100086621,20.0,2,2.82
11230-100086622,20.0,2,0.34
11230-100086623,20.0,14,0.01
11230-100086624,10.0,5,0.43
11230-100086625,10.0,2,0.07
11230-100086626,40.0,0,0.85
11230-100086627,10.0,4,2.36
11230-100086628,10.0,5,0.66
11230-100086629,20.0,2,4.33
11230-100086630,20.0,14,0.02
11230-100086631,20.0,2,0.51
11230-100086632,10.0,5,0.43
11230-100086633,10.0,2,0.07
11230-100086634,40.0,0,0.85
11230-100086638,20.0,14,0.02
11230-100086639,20.0,2,0.51
11230-100086640,10.0,5,0.22
11230-100086641,10.0,2,0.03
11230-100086642,40.0,0,0.42
11230-100086643,10.0,4,1.18
11230-100086644,10.0,5,0.33
11230-100086645,20.0,2,2.16
11230-100086646,20.0,14,0.01
11230-100086647,20.0,2,0.26
11230-100086648,10.0,5,0.28
11230-100086649,10.0,5,0.43
11230-100086650,10.0,4,1.53
11230-100086651,10.0,2,0.04
11230-100086652,40.0,0,0.57
11230-100086653,20.0,2,2.82
11230-100086654,20.0,2,0.33
11230-100086655,20.0,14,0.01
11230-100086656,10.0,5,0.4
11230-100086657,10.0,2,0.06
11230-100086658,40.0,0,0.81
11230-100086659,10.0,4,2.24
11230-100086660,10.0,5,0.63
11230-100086661,20.0,2,4.11
11230-100086662,20.0,14,0.03
11230-100086663,20.0,2,0.48
11230-100086664,10.0,5,0.43
11230-100086665,10.0,2,0.07
11230-100086666,40.0,0,0.85
11230-100086667,10.0,4,2.36
11230-100086668,10.0,5,0.66
11230-100086669,20.0,2,4.33
11230-100086670,20.0,14,0.02
11230-100086671,20.0,2,0.51
11230-100086672,10.0,5,0.43
11230-100086673,10.0,2,0.07
11230-100086674,40.0,0,0.85
11230-100086675,10.0,4,2.36
11230-100086676,10.0,5,0.66
11230-100086677,20.0,2,4.33
11230-100086678,20.0,14,0.02
11230-100086685,20.0,2,4.89
11230-100086687,20.0,14,0.02
11230-100086688,10.0,5,0.45
11230-100086689,10.0,2,0.09
11230-100086690,40.0,0,0.92
11230-100086691,10.0,4,2.55
11230-100086692,10.0,5,0.73
11530-100107765,10.0,4,193.32
11530-100107766,10.0,4,10.64
11530-100107772,20.0,26,200.62
11530-100107783,20.0,2,16.08
11530-100107784,20.0,1,16.53
11530-100107792,20.0,41,1469.57
11530-100107793,20.0,42,178.14
11530-100107797,20.0,2,2.67
11530-100107798,20.0,2,2.67
11530-100107814,20.0,3,2.67
11530-100107829,20.0,4,2.67
11215-100103566,20.0,2,39.55
11560-1000000000000000359816,10.0,1,67.89
11470-100061776,40.0,0,24.97
11470-100061777,10.0,1,4.01
11470-100061778,20.0,1,24.42
11170-100063617,10.0,1,24.07
11170-100063618,20.0,1,24.07
11170-100063624,40.0,0,8.17
11170-100063625,10.0,1,6.18
11170-100063626,40.0,0,8.17
11170-100063627,10.0,1,6.18
11170-100062743,10.0,1,1.63
11170-100062744,20.0,1,0.32
11170-100058228,10.0,1,145.1
11560-1000000000000000359817,10.0,1,17.01
11560-1000000000000000359819,20.0,1,5.37
11560-1000000000000000359820,10.0,1,114.12
11320-100001263,20.0,1,49.24
11320-100001383,20.0,1,45.57
11560-1000000000000000359821,20.0,1,9.02
11320-100001456,40.0,0,5.12
11320-100001457,10.0,1,5.65
11320-100001464,20.0,1,37.4
11170-1000000000000000238960,40.0,0,6.87
11170-100049878,20.0,3,119.52
11170-100049879,20.0,4,119.52
11170-100049880,10.0,1,189.4
11170-100067272,20.0,0,1062.63
11000-100023487,40.0,0,31.13
11000-100023489,40.0,0,34.59
11710-100234369,40.0,0,57.56
11110-100029768,20.0,1,14.1
11110-100029769,20.0,1,7.13
11230-100086231,20.0,2,5.77
11230-100086232,20.0,2,5.86
11230-100086236,20.0,2,5.86
11230-100086237,20.0,2,4.5
11230-100086238,20.0,2,4.5
11230-100086239,20.0,2,5.86
11230-100086240,20.0,2,5.86
11230-100086241,20.0,2,4.5
11230-100086242,20.0,2,4.5
11230-100086243,20.0,2,5.86
11230-100086244,20.0,2,5.86
11230-100086245,20.0,2,4.5
11230-100086246,20.0,2,3.76
11230-100086247,20.0,2,6.52
11230-100086248,20.0,2,5.86
11230-100086249,20.0,2,3.76
11230-100086250,20.0,2,4.5
11230-100086251,20.0,2,5.86
11230-100086252,20.0,2,4.5
11230-100086253,20.0,2,4.5
11230-100086693,20.0,2,4.68
11230-100086694,20.0,14,0.02
11230-100086695,20.0,2,0.53
11230-100086696,10.0,5,0.43
11230-100086697,10.0,2,0.07
11230-100086698,40.0,0,0.85
11230-100086699,10.0,4,2.36
11230-100086700,10.0,5,0.66
11230-100086701,20.0,2,4.33
11230-100086702,20.0,14,0.02
11230-100086703,20.0,2,0.51
11230-100086704,10.0,5,0.43
11230-100086705,10.0,2,0.07
11230-100086706,40.0,0,0.85
11230-100086707,10.0,4,2.36
11230-100086708,10.0,5,0.66
11230-100086709,20.0,2,4.33
11230-100086710,20.0,14,0.02
11560-1000000000000000359824,10.0,1,33.52
11230-100086711,20.0,2,0.51
11230-100086712,10.0,5,0.21
11230-100086713,10.0,5,0.34
11230-100086714,10.0,4,1.19
11230-100086715,10.0,2,0.03
11230-100086716,40.0,0,0.44
11230-100086717,20.0,2,2.17
11230-100086718,20.0,2,0.24
11230-100086719,20.0,14,0.005
11230-100086720,10.0,5,0.45
11230-100086721,10.0,2,0.09
11230-100086722,40.0,0,0.92
11230-100086723,10.0,4,2.55
11230-100086724,10.0,5,0.73
11230-100086725,20.0,2,4.68
11230-100086726,20.0,14,0.02
11230-100086727,20.0,2,0.53
11230-100086728,10.0,5,0.45
11230-100086729,10.0,2,0.09
11230-100086730,40.0,0,0.92
11230-100086734,20.0,14,0.02
11230-100086735,20.0,2,0.53
11230-100086736,10.0,5,0.43
11230-100086737,10.0,2,0.07
11230-100086738,40.0,0,0.85
11230-100086739,10.0,4,2.36
11230-100086740,10.0,5,0.66
11230-100086741,20.0,2,4.33
11230-100086742,20.0,14,0.02
11230-100086743,20.0,2,0.51
11230-100086744,10.0,5,0.21
11230-100086745,10.0,5,0.34
11230-100086746,10.0,4,1.18
11230-100086747,10.0,2,0.04
11230-100086748,40.0,0,0.43
11230-100086749,20.0,2,2.17
11230-100086750,20.0,2,0.25
11230-100086751,20.0,14,0.005
11230-100086760,10.0,5,0.45
11230-100086761,10.0,2,0.09
11230-100086762,40.0,0,0.92
11230-100086763,10.0,4,2.55
11230-100086764,10.0,5,0.73
11230-100086765,20.0,2,4.68
11230-100086766,20.0,14,0.02
11530-100107832,20.0,10,167.42
11530-100107833,20.0,10,270.35
11530-100107844,20.0,5,2.67
11530-100107845,20.0,6,2337.41
11530-100107847,20.0,7,874.52
11530-100107848,20.0,8,922.34
11000-100023493,40.0,0,15.13
11500-1000000000000000319718,40.0,0,17.186
11560-100102037,10.0,1,101.35
11560-100102038,20.0,0,30.15
11560-100102039,20.0,0,38.2
11560-1000000000000000359825,10.0,1,465.75
11170-100033994,20.0,0,116.65
11170-100033995,20.0,0,43.54
11170-100033996,20.0,0,44.87
11170-100033997,20.0,0,58.26
11170-100033998,20.0,0,79.8
11170-100033999,20.0,0,131.8
11170-100034000,20.0,0,40.05
11170-100034001,20.0,0,77.18
11170-100034002,20.0,0,62.6
11170-100034003,20.0,0,76.58
11170-100034004,20.0,0,86.35
11170-100034006,20.0,0,92.06
11170-100034007,20.0,0,187.14
11170-100034008,20.0,0,68.85
11170-100034009,20.0,0,111.72
11170-100034010,20.0,0,136.58
11170-100034011,20.0,0,140.35
11170-100024586,10.0,1,35.53
11170-100024587,10.0,1,57.37
11170-100024588,10.0,1,81.98
11560-1000000000000000359826,10.0,1,28.6
11170-100024589,10.0,1,53.89
11170-100024590,10.0,1,129.71
11170-100046301,20.0,1,54.58
11215-1000000000000000380331,40.0,0,5.82
11170-100044517,20.0,5,25.93
11170-100045144,10.0,1,47.35
11170-100045146,40.0,0,3.65
11545-1000000000000000139775,20.0,1,44.72
11170-100058496,20.0,1,29.24
11230-100086256,20.0,2,4.5
11230-100086257,20.0,2,4.5
11230-100086258,20.0,2,4.5
11230-100086259,20.0,2,5.86
11230-100086260,20.0,2,2.99
11230-100086261,20.0,2,3.76
11230-100086262,20.0,2,4.5
11230-100086263,20.0,2,5.5
11230-100086264,20.0,2,4.5
11230-100086265,20.0,2,4.5
11230-100086266,20.0,2,2.25
11230-100086267,20.0,2,2.93
11230-100086269,20.0,2,4.5
11230-100086270,20.0,2,2.25
11230-100086271,20.0,2,2.93
11230-100086272,20.0,2,4.27
11230-100086273,20.0,2,4.5
11230-100086274,20.0,2,4.5
11230-100086275,20.0,2,5.08
11230-100086276,20.0,2,4.86
11230-100086277,20.0,2,4.5
11230-100086278,20.0,2,4.5
11230-100086279,20.0,2,2.25
11230-100086280,20.0,2,4.86
11230-100086281,20.0,2,4.86
11230-100086282,20.0,2,4.5
11230-100086283,20.0,2,2.26
11230-100086284,20.0,2,4.5
11230-100086285,20.0,2,4.86
11230-100086286,20.0,2,4.5
11230-100086287,20.0,2,2.25
11230-100086288,20.0,2,4.5
11230-100086289,20.0,2,4.5
11230-100086290,20.0,2,4.5
11230-100086291,20.0,2,3.62
11230-100086292,20.0,2,4.5
11230-100086293,20.0,2,4.5
11230-100086294,20.0,2,4.51
11230-100086295,20.0,2,4.5
11230-100086296,20.0,2,4.5
11230-100086297,20.0,2,4.51
11230-100086298,20.0,2,4.5
11230-100086299,20.0,2,4.5
11230-100086300,20.0,2,4.51
11230-100086301,20.0,2,4.5
11230-100086302,20.0,2,4.86
11230-100086303,20.0,2,4.51
11230-100086304,20.0,2,2.25
11230-100086305,20.0,2,4.86
11230-100086306,20.0,2,7.14
11230-100086307,20.0,2,2.25
11230-100086308,20.0,2,4.5
11230-100086309,20.0,2,2.93
11230-100086310,20.0,2,4.86
11230-100086311,20.0,2,4.5
11230-100086315,20.0,2,5.58
11230-100086316,20.0,2,4.5
11230-100086317,20.0,2,4.86
11230-100086318,20.0,2,5.86
11230-100086319,20.0,2,4.5
11230-100086320,20.0,2,4.5
11230-100086321,20.0,2,5.86
11230-100086322,20.0,2,4.5
11230-100086323,20.0,2,4.5
11230-100086324,10.0,4,2.36
11230-100086772,10.0,5,0.66
11230-100086773,20.0,2,4.33
11230-100086774,20.0,14,0.02
11230-100086775,20.0,2,0.51
11230-100086776,10.0,5,0.21
11230-100086777,10.0,5,0.34
11230-100086778,10.0,4,1.19
11230-100086779,10.0,2,0.03
11230-100086780,40.0,0,0.44
11230-100086781,20.0,2,2.17
11230-100086782,20.0,2,0.24
11230-100086783,20.0,14,0.005
11230-100086784,10.0,5,0.43
11230-100086785,10.0,2,0.07
11230-100086786,40.0,0,0.85
11230-100086787,10.0,4,2.36
11230-100086788,10.0,5,0.66
11230-100086789,20.0,2,4.33
11230-100086790,20.0,14,0.02
11230-100086791,20.0,2,0.51
11230-100086792,10.0,5,0.43
11230-100086793,10.0,2,0.07
11230-100086794,40.0,0,0.85
11230-100086795,10.0,4,2.36
11230-100086796,10.0,5,0.66
11230-100086797,20.0,2,4.33
11230-100086798,20.0,14,0.02
11230-100086799,20.0,2,0.51
11230-100086800,10.0,5,0.43
11230-100086801,10.0,2,0.07
11230-100086802,40.0,0,0.85
11230-100086808,10.0,5,0.34
11230-100086809,10.0,5,0.53
11230-100086810,10.0,4,1.9
11230-100086811,10.0,2,0.06
11230-100086812,40.0,0,0.69
11230-100086813,20.0,2,3.48
11230-100086814,20.0,2,0.41
11230-100086815,20.0,14,0.01
11230-100086816,10.0,5,0.43
11230-100086817,10.0,2,0.07
11230-100086818,40.0,0,0.85
11230-100086819,10.0,4,2.36
11230-100086820,10.0,5,0.66
11230-100086821,20.0,2,4.33
11230-100086822,20.0,14,0.02
11230-100086823,20.0,2,0.51
11230-100086824,10.0,5,0.43
11230-100086834,10.0,4,2.37
11230-100086835,10.0,2,0.07
11230-100086836,40.0,0,0.87
11230-100086837,20.0,2,4.34
11230-100086838,20.0,2,0.49
11230-100086839,20.0,14,0.01
11230-100086840,10.0,5,0.43
11230-100086841,10.0,2,0.07
11230-100086842,40.0,0,0.85
11230-100086843,10.0,4,2.36
11530-100107923,40.0,0,54.16
11530-100107925,20.0,10,85.52
11530-100107926,20.0,10,138.09
11530-100107927,20.0,2,198.67
11530-100107928,40.0,0,87.46
11530-100107929,20.0,10,131.16
11530-100107930,20.0,2,188.71
11530-100107931,40.0,0,83.07
11530-100107932,20.0,10,111.85
11170-100009633,10.0,3,583.52
11170-100009634,10.0,4,442.19
11170-100009635,10.0,5,442.24
11170-100009636,10.0,5,158.01
11170-100009637,10.0,6,200.5
11545-1000000000000000223784,10.0,3,7.3
11560-1000000000000000177494,40.0,0,15.99
11560-1000000000000000177497,40.0,0,16.06
11560-1000000000000000177498,40.0,0,1.46
11560-1000000000000000177499,10.0,1,11.12
11545-1000000000000000223787,40.0,0,18.56
11545-1000000000000000223788,40.0,0,37.39
11545-1000000000000000223793,40.0,0,29.75
11545-1000000000000000223799,20.0,1,97.7
11170-100058686,20.0,1,15.31
11170-100058687,20.0,6,57.53
11560-1000000000000000177505,40.0,0,1.47
11560-1000000000000000177506,40.0,0,7.18
11560-1000000000000000177508,40.0,0,16.56
11560-1000000000000000177510,20.0,2,256.34
11560-1000000000000000359827,10.0,1,8.4
11545-1000000000000000223801,20.0,2,46.75
11545-1000000000000000223809,40.0,0,45.9
11545-1000000000000000223814,20.0,1,39.98
11590-1000000000000000030318,20.0,1,49.68
11560-1000000000000000177513,10.0,1,2.26
11560-1000000000000000177517,10.0,1,2.34
11560-1000000000000000177518,40.0,0,1.51
11560-1000000000000000177520,20.0,1,52.14
11560-1000000000000000177523,10.0,1,2.27
11560-1000000000000000177524,20.0,1,54.01
11560-1000000000000000177532,40.0,0,78.6
11560-1000000000000000177533,20.0,1,52.36
11170-100053261,10.0,1,57.63
11170-100053262,10.0,1,58.1
11170-1000000000000000235804,20.0,1,21.67
11230-100086845,20.0,2,0.51
11230-100086846,20.0,14,0.02
11230-100086847,20.0,2,4.33
11230-100086848,10.0,5,0.43
11230-100086849,10.0,5,0.66
11230-100086850,40.0,0,0.85
11230-100086851,20.0,2,4.33
11230-100086852,10.0,2,0.07
11230-100086853,10.0,4,2.36
11230-100086854,20.0,2,0.51
11230-100086855,20.0,14,0.02
11230-100086856,10.0,5,0.42
11230-100086858,10.0,4,2.37
11230-100086859,10.0,2,0.07
11230-100086860,40.0,0,0.87
11230-100086861,20.0,2,4.34
11230-100086862,20.0,2,0.49
11230-100086863,20.0,14,0.01
11230-100086864,10.0,5,0.43
11230-100086865,10.0,2,0.07
11230-100086866,40.0,0,0.85
11230-100086867,10.0,4,2.36
11230-100086868,10.0,5,0.66
11230-100086869,20.0,2,4.33
11230-100086870,20.0,14,0.02
11230-100086871,20.0,2,0.51
11680-1000000000000000361453,20.0,6,74.89
11230-100086872,10.0,5,0.43
11230-100086873,10.0,2,0.07
11230-100086874,40.0,0,0.85
11230-100086876,10.0,5,0.66
11230-100086877,20.0,2,4.33
11230-100086878,20.0,14,0.02
11230-100086879,20.0,2,0.51
11230-100086880,10.0,5,0.42
11230-100086881,10.0,5,0.68
11230-100086882,10.0,4,2.37
11230-100086883,10.0,2,0.07
11230-100086884,40.0,0,0.87
11230-100086885,20.0,2,4.34
11230-100086886,20.0,2,0.49
11230-100086887,20.0,14,0.01
11230-100086888,10.0,5,0.43
11230-100086889,10.0,2,0.07
11230-100086890,40.0,0,0.85
11230-100086891,10.0,4,2.36
11230-100086892,10.0,5,0.66
11230-100086893,20.0,2,4.33
11230-100086894,20.0,14,0.02
11230-100086895,20.0,2,0.51
11230-100086896,10.0,5,0.45
11230-100086897,10.0,2,0.09
11230-100086901,20.0,2,4.68
11230-100086902,20.0,14,0.02
11230-100086909,20.0,2,4.34
11230-100086910,20.0,2,0.49
11230-100086911,20.0,14,0.01
11230-100086912,10.0,5,0.21
11230-100086913,10.0,2,0.04
11230-100086914,40.0,0,0.43
11230-100086915,10.0,4,1.18
11545-1000000000000000319935,20.0,1,63.115
11215-100101955,20.0,0,3.12
11680-1000000000000000361454,20.0,7,59.5
11680-1000000000000000361455,40.0,0,59.54
11680-1000000000000000361456,40.0,0,39.77
11680-1000000000000000361457,10.0,1,155.91
11680-1000000000000000361458,40.0,0,45.52
11680-1000000000000000361459,20.0,3,119.2
11170-100045776,20.0,1,114.77
11170-100044943,20.0,2,108.14
11170-100044944,20.0,3,93.2
11170-100044945,20.0,3,89.7
11170-100044946,20.0,4,73.53
11170-100044947,20.0,4,69.06
11170-100044948,10.0,1,40.86
11170-100044949,10.0,1,40.86
11170-100044950,20.0,2,44.48
11170-100044951,20.0,2,47.22
11170-100044952,20.0,3,70.55
11170-100044953,20.0,2,70.58
11170-100044954,20.0,3,62.66
11170-100044955,20.0,3,66.16
11170-100044956,20.0,4,42.96
11170-100044957,20.0,4,47.43
11170-100044958,10.0,1,15.0
11170-100044959,10.0,1,15.0
11170-100064369,20.0,1,4.49
11170-100064370,20.0,1,4.28
11170-100064371,20.0,1,4.62
11170-100064372,10.0,1,6.01
11170-100064373,10.0,1,4.83
11170-100064374,10.0,1,8.56
11170-100062404,20.0,1,49.3
11680-1000000000000000361460,20.0,5,104.14
11290-1000000000000000012361,40.0,1,11.6
11290-1000000000000000012362,20.0,1,24.01
11290-1000000000000000012363,40.0,2,29.71
11290-1000000000000000012364,40.0,1,12.89
11290-1000000000000000012365,40.0,2,6.74
11170-100067421,10.0,4,66.32
11230-100086356,20.0,2,3.63
11170-100053283,20.0,1,27.38
11230-100086357,20.0,14,0.01
11230-100086358,20.0,2,0.42
11230-100086359,10.0,5,0.55
11710-100234394,20.0,1,26.54
11290-1000000000000000012371,20.0,1,25.07
11230-100086392,10.0,5,0.86
11230-100086393,10.0,4,3.07
11230-100086394,10.0,2,0.09
11230-100086395,40.0,0,1.13
11230-100086396,20.0,2,5.64
11680-1000000000000000361461,40.0,0,22.72
11230-100086397,20.0,2,0.67
11170-100053291,40.0,0,6.49
11230-100086353,40.0,0,0.72
11680-1000000000000000361462,20.0,4,119.2
11230-100086354,10.0,4,1.98
11230-100086355,10.0,5,0.56
11680-1000000000000000361463,40.0,0,45.52
11680-1000000000000000361464,40.0,0,45.52
11680-1000000000000000361465,20.0,2,119.2
11680-1000000000000000361466,40.0,0,28.59
11170-100049494,10.0,6,6.95
11170-100049495,10.0,6,7.16
11170-100058244,40.0,0,7.31
11170-100058245,10.0,1,1.38
11170-100058248,10.0,1,2.43
11170-100058249,10.0,1,0.89
11170-100058250,40.0,0,9.05
11320-100001629,20.0,1,18.0
11320-100001636,20.0,1,53.2
11290-1000000000000000012378,20.0,2,61.45
11290-1000000000000000012380,40.0,2,10.01
11320-100039069,20.0,1,44.61
11320-100039076,20.0,0,1.04
11380-1000000000000000114265,20.0,1,38.76
11380-1000000000000000114266,20.0,4,116.82
11320-100039696,20.0,2,21.08
11320-100039729,20.0,1,46.13
11380-1000000000000000114270,10.0,1,0.46
11380-1000000000000000114271,20.0,1,47.4
11380-100127506,20.0,1,46.77
11380-1000000000000000114273,10.0,1,0.5
11470-100061605,10.0,1,148.62
11230-100086430,20.0,14,0.02
11230-100086431,10.0,5,0.55
11230-100086432,10.0,2,0.09
11320-100039739,20.0,1,3.05
11320-100040950,,0,66.54
11320-100040989,10.0,1,17.55
11320-100040997,10.0,1,7.75
11320-100040998,20.0,1,0.95
11320-100040999,40.0,0,3.41
11320-100041000,10.0,1,7.58
11320-100041001,20.0,1,0.92
11320-100041002,40.0,0,3.41
11320-100041003,20.0,1,0.92
11320-100041004,10.0,1,7.58
11320-100041005,40.0,0,5.41
11320-100041006,20.0,1,1.45
11320-100041007,10.0,1,12.03
11320-100041008,40.0,0,9.01
11320-100041009,10.0,1,19.97
11320-100041010,20.0,1,2.39
11380-1000000000000000114278,10.0,1,0.61
11380-1000000000000000114280,10.0,1,0.62
11380-1000000000000000114281,40.0,0,19.2
11380-1000000000000000114286,40.0,0,47.32
11380-1000000000000000114287,10.0,1,1.5
11380-1000000000000000114288,20.0,5,116.82
11170-100047062,40.0,0,62.74
11320-100041031,20.0,1,35.58
11320-100042568,40.0,0,2.0064
11320-100042569,40.0,0,17.6739
11320-100042570,40.0,0,1.8559
11320-100042571,40.0,0,2.4015
11320-100042572,40.0,0,21.1538
11320-100042573,40.0,0,1.8559
11320-100042574,40.0,0,2.4015
11320-100042575,40.0,0,21.1538
11320-100042576,40.0,0,2.0914
11320-100042577,40.0,0,23.8387
11320-100042578,40.0,0,2.7063
11320-100042579,40.0,0,1.9755
11320-100042580,40.0,0,2.5563
11320-100042581,40.0,0,22.517
11320-100042582,40.0,0,2.0404
11320-100042584,40.0,0,23.2573
11320-100042585,40.0,0,1.9465
11320-100042586,40.0,0,2.5188
11560-1000000000000000380278,10.0,1,2.13
11320-100042587,40.0,0,22.1868
11320-100042588,40.0,0,1.9549
11320-100042589,40.0,0,22.2828
11320-100042590,40.0,0,2.5297
11320-100042591,40.0,0,2.386
11320-100042592,40.0,0,3.0875
11380-1000000000000000114291,40.0,0,15.7
11380-1000000000000000114293,40.0,0,14.32
11380-1000000000000000114295,10.0,2,3.21
11260-100101858,20.0,1,18.96
11260-100101859,20.0,1,17.56
11260-100101860,20.0,1,26.39
11380-1000000000000000114298,20.0,1,35.55
11380-1000000000000000114302,10.0,2,1.06
11380-1000000000000000114305,10.0,1,1.5
11380-1000000000000000114307,10.0,1,1.52
11380-1000000000000000114309,40.0,0,47.32
11380-1000000000000000114313,10.0,1,0.45
11380-1000000000000000114315,10.0,1,0.5
11320-100042593,40.0,0,27.1964
11320-100042594,40.0,0,1.9218
11320-100042595,40.0,0,2.4868
11320-100042596,40.0,0,21.9054
11320-100042597,40.0,0,1.9748
11320-100042598,40.0,0,2.5554
11320-100042599,40.0,0,22.5093
11320-100042600,40.0,0,2.2712
11320-100042601,40.0,0,25.8883
11320-100042602,40.0,0,2.9389
11320-100042603,40.0,0,3.2252
11320-100042604,40.0,0,36.7616
11320-100042605,40.0,0,4.1734
11320-100042606,40.0,0,6.4635
11320-100042607,40.0,0,73.672
11320-100042608,40.0,0,8.3637
11320-100042609,40.0,0,3.2839
11320-100042610,40.0,0,37.4308
11320-100042611,40.0,0,4.2494
11320-100042612,40.0,0,3.2739
11320-100042613,40.0,0,4.2364
11320-100042614,40.0,0,37.3169
11380-1000000000000000114318,10.0,2,3.21
11230-100086452,20.0,2,3.63
11230-100086453,20.0,14,0.01
11230-100086454,20.0,2,0.42
11230-100086455,10.0,5,0.61
11230-100086456,10.0,5,0.97
11230-100086457,10.0,4,3.42
11740-1000000000000000097997,20.0,1,45.57
11740-1000000000000000097998,40.0,0,8.03
11290-1000000000000000012390,20.0,1,27.85
11290-1000000000000000012391,20.0,1,26.66
11740-100002371,20.0,2,61.11
11740-100002373,20.0,2,89.52
11740-100002374,20.0,3,177.84
11260-100101869,10.0,1,112.4
11260-100101870,20.0,1,0.55
11260-100101871,20.0,1,0.51
11260-100101872,20.0,1,0.77
11260-100101881,40.0,0,21.63
11230-100086520,10.0,5,0.86
11230-100086521,10.0,4,3.07
11230-100086522,10.0,2,0.09
11230-100086523,40.0,0,1.13
11230-100086524,20.0,2,5.64
11230-100086526,20.0,14,0.02
11740-100002375,20.0,3,148.54
11740-100002376,20.0,3,165.88
11740-100002377,20.0,3,79.9
11740-100002378,20.0,3,144.18
11740-100002379,20.0,3,130.9
11740-100002383,40.0,0,19.19
11740-100002384,40.0,0,3.33
11740-100002385,40.0,0,55.05
11740-100002386,40.0,0,1.06
11740-100002387,40.0,0,2.67
11740-100002388,40.0,0,10.87
11740-100002396,40.0,0,1.66
11740-100002397,40.0,0,1.34
11740-100002398,40.0,0,18.79
11740-100002399,40.0,0,53.87
11740-100002400,40.0,0,1.03
11740-100002401,40.0,0,3.26
11740-100002402,40.0,0,2.62
11740-1000000000000000111008,20.0,0,8.0
11740-1000000000000000111014,20.0,0,17.79
11740-1000000000000000195975,40.0,0,8.74
11740-1000000000000000195978,10.0,2,368.33
11740-1000000000000000195983,10.0,1,1444.5
11740-1000000000000000217321,10.0,1,50.13
11740-1000000000000000217323,20.0,1,65.85
11740-1000000000000000217336,10.0,1,15.724
11740-1000000000000000374872,10.0,0,89.73
11740-1000000000000000374873,10.0,0,12.17
11740-1000000000000000374874,40.0,0,55.77
11740-1000000000000000374875,20.0,0,60.02
11740-1000000000000000374876,20.0,0,95.02
11740-1000000000000000374877,10.0,0,6.96
