건축물대장 관립번호,용적율,주건축물수,세대수,가구수,주차 대수
11500-100303212,39.39,2,0,0,1
11500-100304652,75.96,3,30,0,53
11500-100305492,298.2,2,0,0,38
11500-100306672,267.08,1,0,0,416
11290-491,0.0,2,0,2,0
11680-393,996.76,2,414,0,808
11560-2037,0.0,2,0,1,0
11530-100228844,7.84,2,0,0,0
11560-1732,0.0,2,0,0,0
11545-689,50.02,2,0,0,0
11110-100184840,174.37,2,0,0,14
11200-871,111.56,2,0,0,2
11215-284,0.0,2,11,0,0
11215-305,0.0,2,0,14,0
11215-550,95.66,2,12,0,0
11215-675,219.79,2,19,0,7
11215-676,209.22,2,12,0,6
11215-677,123.63,2,19,0,0
11215-678,0.0,5,23,0,0
11215-679,0.0,5,34,0,0
11215-100200922,198.68,2,0,0,18
11140-264,0.0,0,0,1,0
11500-100222299,199.83,2,20,0,16
11545-477,16.84,5,0,0,0
11290-52,0.0,2,0,4,0
11290-100242274,192.95,2,0,0,52
11170-100208158,65.9968,2,0,0,2
11200-683,0.0,0,0,14,0
11650-100248314,199.85,2,20,0,16
11350-100188034,64.01,2,0,0,0
11530-100227776,199.65,2,20,0,16
11350-100189073,52.62,35,0,0,546
11650-100249614,178.22,3,36,0,25
11200-618,0.0,0,0,0,0
11200-449,0.0,0,0,2,0
11650-100252254,167.03,2,26,0,21
11650-100256314,249.99,2,0,0,13
11650-100256714,196.31,2,29,0,24
11650-100257494,198.86,2,19,0,16
11680-100210167,137.5,2,0,5,10
11500-100222602,199.91,2,28,0,17
11650-100259474,221.67,2,15,0,11
11215-100199618,199.66,2,20,0,16
11650-100263535,306.2933,2,0,0,95
11500-100223854,184.41,2,29,0,22
11440-1613,344.09,21,1992,0,1953
11215-100248910,190.36,2,29,0,19
11290-336,0.0,0,0,4,0
11305-100184593,73.74,2,0,1,1
11305-482,188.69,2,0,2,17
11320-116,0.0,0,0,0,0
11305-100233044,199.79,2,23,0,17
11320-100216514,149.94,5,47,0,38
11320-185,0.0,2,0,1,0
11380-100293854,199.96,2,20,0,10
11215-100233467,199.93,2,28,0,23
11410-100216351,57.53,2,0,2,2
11680-364,276.37,2,0,1,57
11680-369,216.64,2,19,0,41
11680-371,253.39,2,48,0,136
11680-373,222.54,2,81,0,124
11500-528,72.26,4,0,0,190
11230-100186766,134.07,2,0,1,0
11680-376,250.64,5,212,0,502
11680-377,83.97,3,0,0,39
11680-378,226.07,2,130,0,174
11530-100190345,399.81,2,64,0,74
11680-379,244.03,3,136,0,176
11680-361,245.19,2,71,0,188
11545-100217705,235.45,2,25,0,16
11680-38,0.0,2,6,0,0
11680-381,158.16,3,0,0,11
11680-385,0.0,5,312,0,0
11680-39,0.0,2,16,0,0
11110-585,0.0,4,0,0,0
11545-555,78.9,3,10,0,0
11560-1469,0.0,2,0,0,0
11680-390,198.94,2,16,0,40
11560-166,0.0,7,0,6,0
11680-391,25.55,2,0,0,1
11530-138,34.21,2,0,0,0
11230-862,0.0,0,0,2,0
11680-395,80.8,2,0,0,2
11680-398,41.82,2,0,0,0
11680-40,0.0,2,12,0,0
11305-100202501,72.19,2,0,3,4
11680-400,237.3,2,19,0,34
11680-401,70.01,5,0,0,20
11680-402,74.85,3,0,0,63
11680-403,250.25,2,70,0,70
11680-409,56.81,3,0,0,14
11500-574,196.99,6,914,0,0
11500-883,76.31,3,0,0,14
11140-131,95.33,2,0,1,3
11560-960,0.0,3,0,0,0
11500-100308612,527.7,2,80,0,56
11500-100308753,147.44,2,0,0,23
11500-100308772,224.66,2,28,0,30
11740-409,168.36,2,0,2,4
11500-100309174,48.45,2,0,0,4
11170-100195404,194.96,2,29,0,16
11170-100195406,38.6,2,0,2,0
11470-100212495,186.81,2,28,0,20
11500-100310151,197.94,2,29,0,18
11500-100224200,201.9,2,27,0,20
11545-532,147.27,3,0,1,0
11500-100310273,19.86,2,0,0,0
11500-100310274,131.07,2,0,34,6
11320-100199520,199.1,2,22,0,18
11545-34,148.66,2,0,0,6
11560-2092,0.0,12,0,12,0
11500-100311853,38.39,2,0,0,0
11500-100312512,299.49,3,0,0,62
11500-384,309.02,4,317,0,342
11500-455,134.35,2,16,0,5
11500-485,74.87,3,0,0,50
11500-494,59.55,2,0,0,29
11500-560,249.99,3,180,0,223
11500-596,148.5,4,0,0,42
11545-100184785,16.85,3,0,0,0
11545-100192226,99.6,2,0,0,0
11545-100228331,199.91,2,18,0,14
11305-633,200.92,2,16,0,11
11740-100246471,199.87,2,25,0,15
11320-410,0.0,0,0,2,0
11380-100209565,249.66,2,12,0,27
11380-100277974,199.73,2,27,0,18
11410-100181892,0.0,2,0,2,0
11680-182,224.94,6,645,0,0
11230-100240553,199.96,3,31,0,25
11410-100181765,0.0,3,0,4,0
11500-100289935,197.55,2,20,0,11
11500-456,338.01,5,202,0,239
11230-100205896,41.35,2,0,0,0
11500-100300705,26.05,2,0,0,14
11230-926,0.0,0,0,0,0
11260-43,43.09,2,0,0,7
11320-100,335.22,25,2061,0,3210
11470-100216905,199.5802,4,40,0,32
11350-100212832,185.29,2,29,0,21
11350-689,83.57,5,0,0,118
11440-100234274,0.0,2,0,0,0
11230-100239112,199.5,2,28,0,17
11500-100266634,179.78,2,0,0,3
11230-558,0.0,2,0,2,3
11500-519,0.0,5,414,0,0
11710-100499563,0.0,0,0,0,0
11260-100221292,281.76,2,222,0,115
11215-524,63.67,2,0,0,47
11230-566,0.0,2,0,2,0
11710-339,223.5,3,166,0,226
11260-100250210,353.5,2,26,0,42
11740-327,0.0,5,69,0,0
11320-100217414,207.42,3,27,0,23
11500-100233482,297.84,10,790,0,1213
11320-439,0.0,8,780,0,42
11380-100296894,198.23,2,18,0,14
11440-373,0.0,2,0,1,0
11560-2065,0.0,2,0,0,0
11215-100228192,195.21,2,18,0,14
11215-100228287,149.72,2,14,0,11
11560-100254448,195.23,2,0,0,198
11350-384,286.8,3,198,0,245
11560-100228789,0.0,2,0,0,0
11260-100195614,81.84,5,0,0,0
11260-175,85.25,3,0,0,0
11320-100192684,199.91,2,18,0,16
11260-608,56.23,5,0,0,0
11530-100203155,199.93,2,20,0,16
11290-1530,0.0,2,0,1,0
11380-774,0.0,20,0,0,0
11410-100181804,0.0,4,0,2,0
11410-100231823,249.931,6,47,0,101
11410-183,249.8,7,704,0,444
11650-100276615,149.93,2,12,0,11
11710-100528533,0.0,2,0,0,0
11710-523,0.0,10,648,0,0
11140-798,114.66,26,0,0,804
11680-420,0.0,2,240,0,0
11680-421,0.0,6,198,0,0
11680-43,0.0,2,27,0,0
11680-46,94.64,5,0,0,0
11680-47,0.0,2,12,0,0
11230-100234713,198.64,2,20,0,16
11680-52,0.0,2,16,0,0
11680-53,0.0,2,18,0,0
11680-54,0.0,3,9,0,0
11290-1205,0.0,2,0,2,0
11680-41,0.0,2,10,0,0
11680-413,0.0,5,180,0,0
11320-100212299,3.76,2,0,0,11
11680-414,0.0,3,144,0,0
11410-500,109.62,2,0,0,10
11680-55,0.0,3,18,0,0
11500-100221559,36.21,2,0,0,3
11545-100183934,184.24,2,0,0,8
11560-536,0.0,2,0,3,0
11680-57,72.37,2,5,0,0
11680-59,0.0,2,6,0,0
11545-100224359,148.6,2,22,0,15
11680-60,0.0,2,12,0,0
11710-100508881,218.77,6,575,0,612
11710-366,199.88,2,95,0,136
11290-250,0.0,4,0,0,0
11380-365,0.0,2,0,2,0
11260-100257150,199.76,2,20,0,16
11260-165,0.0,1,0,2,0
11710-285,0.0,2,0,0,0
11710-316,0.0,3,0,0,0
11710-357,0.0,3,0,0,0
11740-100260562,30.0,2,0,0,1
11680-42,0.0,3,16,1,0
11680-66,0.0,2,0,1,4
11680-7,0.0,2,6,0,0
11680-72,139.66,2,0,0,9
11500-850,186.17,2,0,1,8
11545-215,0.0,2,0,0,0
11545-100229131,51.85,2,0,0,1
11545-100229174,199.61,4,32,0,29
11545-100230717,246.07,2,24,0,12
11260-370,99.05,2,0,0,8
11140-1294,0.0,0,0,1,0
11545-100230831,199.0,2,32,0,22
11545-100231991,227.91,2,24,0,20
11170-106,103.19,7,0,0,29
11545-39,46.14,2,0,1,0
11545-100233191,249.9,2,0,0,34
11140-683,97.38,2,0,1,0
11590-100231983,0.0,2,0,0,0
11305-100218018,195.22,2,24,0,20
11545-100233331,248.26,2,16,0,14
11545-100233612,185.36,3,28,0,24
11545-100234411,196.72,2,24,0,18
11545-100234471,249.88,2,32,0,24
11260-674,207.99,2,0,2,7
11320-275,30.51,3,0,0,4
11440-1063,0.0,2,0,0,0
11110-896,0.0,2,0,1,0
11470-100201325,199.92,3,29,0,23
11500-100224539,199.79,2,29,0,27
11545-20,93.52,2,0,6,0
11170-18,320.77,3,363,0,164
11560-858,0.0,2,0,0,0
11545-130,98.13,2,4,0,0
11545-292,96.0,3,0,0,0
11545-55,154.08,2,0,0,16
11470-100202245,228.38,2,19,0,15
11545-811,63.97,3,0,0,45
11260-341,47.72,2,0,0,3
11590-100233967,198.81,2,0,0,1
11620-100252835,0.0,0,0,0,0
11290-100193269,99.9952,2,0,0,16
11530-100230027,174.91,3,35,0,28
11545-100233791,71.79,2,0,0,125
11545-415,175.6295,2,0,0,3
11530-100228513,199.78,2,20,0,16
11530-100211412,218.08,2,20,0,16
11440-1093,0.0,2,0,0,0
11590-100224905,398.41,4,202,0,231
11590-100244613,189.46,2,24,0,17
11215-100220456,199.94,2,15,0,12
11680-100289048,36.02,3,0,0,124
11470-100218387,199.99,4,46,0,37
11710-378,282.55,1,139,0,179
11740-392,70.06,4,0,0,0
11200-100241837,0.0,2,0,0,0
11200-328,66.76,4,0,0,96
11260-604,85.16,3,0,0,0
11260-651,40.08,2,0,0,58
11290-1603,83.14,2,0,1,0
11350-260,0.0,18,2328,0,0
11530-100261027,198.43,8,110,0,87
11530-600,0.0,6,591,0,0
11530-100230553,105.97,2,0,0,3
11215-518,43.1442,21,0,0,0
11740-560,212.32,2,162,0,0
11380-70,105.75,2,0,16,3
11740-561,95.43,3,6,0,0
11740-562,213.85,2,43,0,48
11440-100218772,199.7,2,16,0,13
11740-563,308.74,7,811,0,456
11215-292,134.49,2,0,0,7
11740-564,79.53,3,20,0,0
11440-100234354,184.39,2,24,0,14
11740-567,0.0,5,0,5,0
11260-44,297.81,2,0,0,47
11380-100194904,151.24,3,203,0,146
11440-680,0.0,2,0,0,0
11740-59,91.8,2,0,0,0
11710-72,0.0,2,0,1,0
11740-598,0.0,2,0,1,0
11380-843,85.05,7,0,0,121
11545-100198788,0.0,2,0,0,0
11740-601,300.74,4,278,0,348
11740-602,0.0,2,12,0,4
11680-389,0.0,22,1960,0,0
11740-613,0.0,2,0,1,0
11740-615,143.36,3,0,0,11
11680-80,295.95,6,321,0,548
11740-63,0.0,2,0,0,0
11200-208,0.0,0,0,19,0
11200-982,0.0,0,0,2,0
11740-631,24.26,8,0,9,0
11740-633,239.63,2,0,0,0
11740-638,159.46,2,0,0,15
11740-64,0.0,2,0,0,0
11740-644,378.54,2,232,0,244
11740-65,0.0,2,0,1,0
11740-653,0.0,2,12,0,0
11740-654,0.0,3,78,0,51
11740-66,0.0,2,0,1,0
11740-664,27.65,2,0,1,0
11740-669,0.0,2,0,1,0
11740-100274862,199.99,2,25,0,17
11500-100237202,199.86,2,20,0,15
11680-84,74.63,2,0,0,8
11530-100214733,202.36,2,20,0,15
11140-100236206,149.89,3,36,0,29
11230-525,209.24,7,516,0,597
11290-1626,45.23,2,0,0,0
11380-100277194,109.3,13,220,0,252
11680-73,0.0,2,0,0,0
11680-76,0.0,2,12,0,12
11680-91,31.5,9,0,0,44
11680-77,0.0,2,16,0,20
11440-1075,120.52,2,0,0,22
11680-96,273.98,5,288,0,665
11680-97,0.0,3,18,0,0
11680-99,97.88,3,0,0,0
11320-100207251,149.71,0,0,0,4
11380-100295209,199.81,2,29,0,22
11170-100209829,0.0,0,0,0,0
11500-100337892,338.38,6,0,0,2239
11680-81,203.7,3,72,0,199
11590-100249517,33.27,4,0,0,10
11740-189,0.0,2,0,2,0
11560-251,0.0,3,0,3,0
11560-612,0.0,2,0,2,0
11680-82,0.6424,5,0,0,56
11740-319,0.0,2,0,5,0
11320-200,0.0,0,0,4,0
11380-100188245,137.4,13,302,0,601
11740-413,0.0,6,0,5,0
11740-627,0.0,3,0,3,0
11410-495,78.78,4,0,2,0
11320-201,0.0,0,0,2,0
11410-63,133.14,8,0,0,540
11500-100309212,234.56,2,29,0,33
11680-306,936.89,4,490,0,1641
11500-100311097,230.64,2,0,0,198
11200-1230,241.35,5,248,0,280
11290-1262,52.49,3,0,0,0
11200-1197,0.0,0,0,2,0
11470-681,383.41,3,277,0,349
11560-100238466,295.13,4,222,0,251
11140-744,0.0,0,0,1,0
11200-100194373,80.5,3,0,0,0
11560-100238726,299.71,4,0,0,101
11560-100239269,299.24,5,0,0,133
11560-48,376.31,3,216,0,228
11560-100241570,317.05,3,42,0,72
11710-146,0.0,3,256,0,0
11680-100244829,72.96,1,0,1,2
11305-269,0.0,2,0,2,0
11230-100257415,199.45,4,36,0,30
11530-100208573,199.93,2,16,0,13
11560-1351,219.41,2,0,0,62
11320-100197303,199.93,2,24,0,22
11560-2067,0.0,2,0,1,0
11590-100191694,104.47,2,0,8,1
11110-602,50.5,0,0,2,47
11380-100201689,154.5,5,387,0,465
11320-44,0.0,8,498,0,0
11590-741,101.36,9,0,0,1111
11410-100182162,0.0,2,0,1,0
11530-100214952,89.22,3,0,0,3
11530-100241733,197.2,3,29,0,21
11350-441,0.0,3,0,3,0
11545-100216458,196.01,2,22,0,17
11545-100260931,660.2,2,0,0,44
11560-100269608,266.97,14,1008,0,1242
11110-865,179.41,1,2,2,0
11560-542,361.31,6,388,0,401
11620-100283009,188.03,2,0,7,25
11620-354,47.63,3,0,0,48
11440-100198471,71.33,3,0,0,19
11290-100200393,223.99,7,0,0,566
11680-100266025,90.2,2,0,3,3
11650-245,84.27,5,0,0,84
11110-571,38.8,2,0,0,0
11380-100202804,136.0,22,486,0,855
11710-100178748,229.24,11,631,0,720
11440-100250108,188.88,2,27,0,16
11545-41,178.58,2,0,0,8
11545-824,0.0,2,0,2,0
11380-589,0.0,2,0,3,0
11530-168,263.59,6,260,0,212
11530-467,0.0,2,0,2,0
11530-694,318.85,7,600,0,671
11290-1160,50.46,2,0,2,0
11740-679,0.0,2,0,2,0
11740-686,56.33,2,0,0,4
11740-687,57.5975,3,0,0,47
11740-70,0.0,2,0,2,0
11140-324,0.0,0,0,0,0
11305-100214742,169.38,2,23,0,18
11740-708,112.7,2,0,0,0
11740-71,0.0,2,0,1,0
11740-714,0.0,2,0,2,0
11650-100219236,201.41,2,0,10,13
11650-100221274,136.49,2,0,0,27
11740-724,367.19,2,107,0,0
11650-100224216,59.51,3,0,0,40
11740-727,278.47,2,126,0,137
11470-100214226,51.56,2,0,0,0
11650-100228494,198.03,2,16,0,15
11740-81,0.0,2,0,2,0
11215-628,0.0,2,0,2,0
11590-100220147,161.05,2,0,0,0
11305-150,0.0,3,0,2,0
11740-83,417.93,2,0,0,163
11650-100230455,189.55,3,390,0,467
11740-89,0.0,2,12,0,2
11740-90,0.0,2,33,0,0
11740-92,0.0,2,10,0,5
11740-95,0.0,2,135,0,0
11650-100231138,204.94,2,231,0,292
11110-309,351.6081,6,0,0,287
11110-391,392.74,2,0,0,9
11650-100233494,398.35,2,0,0,244
11740-452,108.2,2,0,0,22
11530-100223353,197.06,2,15,0,12
11140-100204934,212.05,2,0,0,64
11170-100209838,111.2189,2,0,0,0
11170-20,88.22,4,0,0,39
11530-100196598,199.79,2,19,0,13
11680-270,78.14,2,18,0,0
11215-100239649,116.87,2,0,0,20
11200-100194593,64.79,0,0,0,0
11680-50,0.0,2,18,0,0
11500-100231411,103.45,2,0,4,1
11440-119,0.0,2,0,0,0
11215-349,76.64,3,0,2,7
11545-302,0.0,2,0,0,0
11410-237,285.21,2,0,0,1
11470-100231002,196.95,2,24,0,20
11470-100231029,197.12,2,24,0,20
11560-924,0.0,8,0,8,0
11710-427,0.0,2,0,0,2
11710-428,0.0,2,0,1,0
11350-100214772,199.92,2,20,0,16
11620-525,71.38,3,0,0,39
11680-100268234,198.52,2,23,0,14
11560-100210976,248.39,2,54,0,70
11710-100513301,199.98,3,35,0,24
11680-359,26.36,5,0,0,150
11710-543,268.47,2,8,0,19
11350-703,211.42,6,397,0,246
11545-100208200,249.49,2,20,0,16
11410-298,0.0,2,66,0,18
11710-547,42.74,2,0,0,0
11470-676,0.0,41,1848,0,1444
11320-477,204.81,3,245,0,199
11470-100232168,217.11,7,410,0,486
11440-100264703,190.28,2,16,0,11
11590-450,0.0,2,0,2,0
11560-1352,66.39,2,0,0,56
11440-439,0.0,3,0,3,0
11410-100182168,0.0,0,0,2,0
11305-100228572,197.75,2,23,0,18
11620-48,0.0,2,0,2,0
11410-100201481,229.59,58,3293,0,4890
11410-100224802,199.91,2,16,0,13
11440-1036,57.53,1,0,0,1253
11215-100224606,199.28,2,20,0,18
11560-2004,0.0,2,0,0,0
11350-100188073,212.0,2,16,0,15
11350-195,181.4,2,18,0,6
11320-100198800,199.6365,2,0,0,11
11350-218,0.0,5,600,0,0
11170-185,78.42,4,0,0,51
11350-275,0.0,21,3315,0,0
11410-100227042,249.92,2,24,0,41
11320-327,72.1,6,0,0,50
11410-100227683,233.5735,3,69,0,57
11350-219,63.26,2,0,0,16
11500-100265892,186.26,3,32,0,26
11410-264,38.18,2,0,1,10
11560-850,0.0,8,588,0,0
11545-222,0.0,5,840,0,0
11560-1543,327.64,2,225,0,227
11650-100213531,196.23,2,16,0,13
11380-579,0.0,2,0,1,0
11710-487,60.59,3,0,0,0
11530-100203980,0.0,2,0,0,0
11620-100253933,189.28,2,29,0,20
11620-100255334,126.06,2,0,5,13
11410-250,211.67,2,19,0,0
11620-100255533,199.18,2,18,0,15
11620-100255954,199.99,2,29,0,24
11620-100256834,195.55,2,23,0,20
11620-100257148,198.12,2,22,0,18
11305-100197452,31.92,2,0,0,1
11320-373,0.0,0,0,2,0
11710-100526762,105.3,2,0,0,0
11290-100245359,195.97,2,24,0,15
11170-90,78.97,9,0,0,36
11290-100245429,199.98,2,21,0,17
11440-100214152,192.26,2,24,0,11
11500-100256178,199.5,2,20,0,10
11110-100205487,54.09,6,0,6,17
11215-100225067,197.77,2,29,0,21
11500-100255672,199.95,3,29,0,22
11380-520,0.0,2,0,0,0
11470-100198196,199.28,2,18,0,14
11710-643,275.57,10,1004,0,0
11500-500,5.62,12,0,0,0
11215-501,0.0,1,6,0,0
11200-100220463,206.42,10,758,0,907
11320-100214915,199.38,3,28,0,22
11215-534,86.55,2,9,0,0
11410-100228863,186.29,10,98,0,71
11200-33,145.86,2,0,0,8
11215-54,0.0,2,18,0,0
11215-208,55.25,2,0,0,30
11215-414,85.81,2,0,0,3
11215-68,398.16,2,188,0,190
11260-100185699,118.6,2,0,0,96
11215-684,154.27,3,18,0,0
11215-685,206.42,2,19,0,7
11215-686,0.0,2,16,0,0
11215-687,0.0,2,4,0,0
11260-100210123,80.16,3,0,0,0
11530-100244333,199.83,7,384,0,406
11215-690,166.23,2,10,0,5
11560-2080,397.9,6,0,0,567
11215-693,164.48,3,19,0,10
11650-100265055,40.1,4,0,0,4
11650-23,0.0,2,0,0,0
11230-1363,187.07,2,0,0,9
11215-703,0.0,2,0,2,0
11470-100208345,214.33,2,20,0,16
11545-100208276,199.79,2,19,0,13
11110-123,77.46,0,0,0,0
11140-978,0.0,0,0,2,0
11230-100209830,100.54,4,0,2,1
11470-190,140.78,2,0,0,7
11500-100238142,80.15,2,16,0,8
11500-562,30.63,3,0,0,4
11260-609,67.57,3,0,0,50
11680-100269894,191.75,3,52,0,37
11110-150,115.3,9,0,0,0
11740-100190439,67.33,3,0,0,39
11740-255,108.62,3,0,0,0
11590-100231665,189.6,2,28,0,20
11470-10,0.0,3,210,0,0
11470-639,0.0,6,279,0,0
11545-100223839,141.69,2,0,0,22
11230-633,128.25,2,0,0,115
11350-100209832,98.88,11,120,0,128
11650-491,0.0,7,412,0,0
11710-100238143,55.64,2,0,0,0
11680-100198368,165.26,2,0,0,41
11440-723,353.39,7,477,0,558
11230-560,0.0,2,0,1,2
11740-461,91.43,2,0,0,21
11560-2097,0.0,10,0,18,0
11305-326,0.0,2,6,0,0
11545-100223901,1.68,2,0,0,0
11350-100209193,160.51,15,2694,0,602
11230-567,0.0,2,0,2,0
11590-100230385,197.63,2,20,0,10
11590-100233346,192.4,3,0,0,29
11215-100233129,199.97,2,20,0,16
11680-36,276.16,13,1050,0,1066
11320-329,38.61,2,0,0,2
11440-100189812,295.21,2,0,0,66
11260-100245610,199.99,2,19,0,17
11740-573,93.46,5,0,0,58
11320-100194988,77.38,2,0,0,0
11470-100216865,185.68,2,20,0,23
11410-290,0.0,9,704,0,0
11500-100235262,190.47,4,60,0,42
11110-100224185,0.0,2,0,0,0
11110-70,0.0,2,0,4,0
11620-100259008,140.78,3,0,0,69
11545-151,24.86,5,0,0,0
11260-100188924,62.22,2,0,1,1
11350-86,56.73,2,0,0,59
11620-379,67.51,2,11,0,1
11620-506,76.27,4,0,0,59
11500-536,190.41,2,12,0,8
11290-100264591,177.78,3,34,0,28
11290-689,0.0,1,3,0,0
11530-100229813,240.93,2,26,0,20
11350-523,0.0,2,0,0,0
11305-100209781,174.42,2,20,0,15
11440-100237275,10.35,3,0,0,0
11650-194,114.61,2,0,1,0
11530-100207180,173.04,2,25,0,20
11650-350,109.04,2,12,0,16
11680-100204508,2.42,2,0,0,15
11680-100206928,248.61,2,0,0,113
11680-100266674,68.9,2,0,0,3
11290-944,79.2,8,0,0,40
11380-100229845,174.02,2,20,0,18
11680-100269114,199.84,2,28,0,14
11500-100338449,189.13,2,29,0,15
11680-100270314,228.35,2,19,0,15
11500-100247813,199.79,3,29,0,22
11680-100270454,199.74,2,22,0,17
11680-100271294,195.76,2,25,0,20
11680-100274654,299.94,4,0,0,743
11620-101,131.14,2,0,1,3
11710-100509781,199.93,2,20,0,16
11680-100233589,159.95,21,1020,0,1554
11710-430,0.0,2,0,1,0
11230-100201788,132.12,2,0,0,12
11500-540,267.49,42,2198,0,2780
11560-513,234.02,3,193,0,215
11110-326,0.0,2,0,3,0
11215-100197584,148.53,2,16,0,13
11410-282,116.51,4,0,8,22
11500-100250672,199.23,2,28,0,18
11290-100251947,177.723,3,29,0,27
11530-100225813,149.74,3,28,0,24
11560-1126,0.0,2,0,2,0
11560-100226538,0.0,8,0,7,0
11710-100520621,192.74,2,17,0,12
11740-144,62.23,3,0,0,3
11290-1103,0.0,2,0,2,0
11110-573,97.2388,6,0,0,56
11110-138,0.0,2,0,2,0
11560-100223302,81.73,6,0,0,94
11320-300,225.69,4,408,0,264
11410-100235843,165.88,2,28,0,20
11470-100233401,194.77,3,30,0,24
11380-50,0.0,2,0,2,0
11710-627,240.54,6,545,0,0
11350-730,17.44,8,0,0,0
11440-1312,0.0,2,0,2,0
11500-100265652,199.59,2,29,0,25
11620-1,0.0,2,11,0,0
11590-745,248.56,2,105,0,159
11500-62,0.0,2,0,2,0
11560-2024,0.0,2,166,0,0
11530-468,0.0,2,0,2,0
11710-300,0.0,31,3930,0,0
11215-21,0.0,2,11,0,0
11650-100243908,199.79,2,28,0,22
11260-100247390,159.16,4,29,0,24
11440-1125,0.0,2,7,0,0
11650-100245603,199.8201,2,24,0,15
11320-100211814,185.18,2,29,0,22
11320-100212094,47.33,2,0,0,9
11545-100208380,175.26,2,24,0,20
11320-36,348.5,3,188,0,213
11500-100220819,199.91,2,25,0,20
11650-100250574,199.95,2,36,0,29
11650-100251094,235.86,2,20,0,16
11560-71,55.9,3,0,0,0
11545-760,179.07,2,18,0,8
11650-100251878,199.92,3,43,0,35
11650-100254394,299.98,7,843,0,1308
11530-100187964,196.54,20,999,0,1267
11530-100234873,199.86,2,27,0,19
11440-783,42.16,2,0,1,0
11650-100257374,198.13,4,40,0,36
11350-605,188.96,3,216,0,0
11440-451,97.61,4,0,0,21
11650-100257606,199.9,2,28,0,21
11380-100281074,0.0,2,0,0,0
11650-100258895,399.87,6,116,0,1445
11380-441,0.0,3,31,0,0
11650-100259274,227.53,2,20,0,15
11380-479,0.0,2,0,2,0
11380-569,214.35,2,12,0,10
11545-842,61.14,2,20,0,0
11200-602,0.0,0,0,1,0
11200-903,0.0,5,155,0,0
11440-100248019,199.98,7,123,0,65
11545-100227119,489.84,8,292,0,652
11410-100229963,247.43,2,66,0,58
11530-100224473,85.99,2,0,0,492
11350-422,46.3,2,0,0,239
11380-100295254,59.43,2,0,0,0
11470-100201157,148.52,4,0,0,26
11680-100206547,244.33,3,0,0,149
11380-100295294,190.46,2,20,0,16
11410-336,0.0,2,0,2,0
11410-536,0.0,4,18,0,0
11380-100258796,215.44,15,893,0,1093
11470-100197815,182.58,2,23,0,15
11545-526,0.0,2,0,0,0
11545-100243231,142.04,2,19,0,15
11590-100197292,46.06,2,0,0,50
11590-735,148.89,4,0,0,10
11650-524,0.0,2,0,1,0
11380-100293754,12.76,2,0,0,2
11440-1172,273.19,3,196,0,172
11470-572,0.0,36,2280,0,1625
11500-100263553,29.36,2,0,0,4
11530-100224953,176.28,2,24,0,20
11500-100253232,277.23,3,0,0,48
11500-100310072,9.46,1,0,0,1
11200-100208737,199.95,3,40,0,35
11110-726,0.0,2,2,0,0
11140-1207,0.0,0,0,2,0
11380-77,0.0,2,0,2,0
11440-794,343.67,5,441,0,266
11440-804,343.67,5,420,0,266
11470-100200061,148.61,4,0,0,28
11470-13,59.1,2,0,0,1
11500-470,0.0,2,0,1,0
11530-100231214,199.29,2,25,0,19
11290-637,0.0,2,0,2,0
11680-327,248.4,1,0,0,8
11440-604,0.0,3,0,3,0
11710-100512122,99.07,2,0,2,3
11710-100517481,199.92,3,49,0,40
11710-100517945,90.42,0,22,0,13
11710-100518111,196.32,3,28,0,20
11740-100240590,106.8621,5,0,0,0
11740-100247128,22.84,2,0,0,3
11740-100276362,202.05,13,1239,0,1160
11740-464,195.74,3,0,0,22
11740-536,43.68,3,0,0,6
11215-604,69.5,5,0,0,151
11740-100288342,244.49,20,1824,0,2425
11500-345,0.0,2,8,0,0
11560-1912,108.76,2,0,0,13
11620-100279188,0.0,0,0,0,0
11260-100241118,195.99,6,66,0,47
11650-32,0.0,10,468,0,0
11305-100187162,2.32,11,0,0,402
11140-100230422,223.346,5,199,0,235
11260-100243423,136.12,3,289,0,132
11290-100191167,0.0,2,0,0,0
11290-100245828,199.86,2,28,0,18
11620-100279228,178.44,2,29,0,21
11305-175,93.31,2,0,0,1
11320-491,0.0,0,0,1,0
11470-405,77.16,2,0,0,1
11740-102,48.43,7,0,0,127
11500-100235549,10.5,2,0,0,0
11500-786,224.65,11,660,0,1075
11545-100216877,140.04,3,0,0,0
11560-504,129.9,3,0,0,88
11590-100186250,63.2,2,0,1,2
11620-100284728,172.82,2,19,0,16
11440-1578,0.0,8,0,0,0
11320-100204232,18.4,3,0,0,2
11500-100338812,182.03,2,24,0,12
11500-527,31.41,2,0,0,0
11440-100187432,190.87,2,16,0,16
11320-87,91.67,3,0,0,13
11500-100235545,19.61,3,0,0,0
11545-384,193.67,2,0,2,0
11545-59,108.19,2,0,1,2
11560-1166,130.1,2,0,1,0
11320-100193341,194.63,2,17,0,14
11560-1322,0.0,2,26,0,0
11500-100259812,199.78,7,63,0,45
11530-100197235,147.07,2,16,0,13
11650-100259784,176.18,2,28,0,23
11440-100253663,190.33,2,29,0,21
11740-100248486,197.58,3,32,0,26
11650-100260934,199.28,2,28,0,16
11440-1037,1.18,1,0,0,1551
11260-100245650,173.31,2,19,0,16
11320-153,36.2,2,0,0,195
11740-119,64.56,3,0,0,45
11650-100261294,299.98,7,907,0,1284
11740-219,83.7,3,0,0,83
11620-593,0.0,3,0,2,0
