건축물대장 관립번호,용적율,주건축물수,세대수,가구수,주차 대수
11740-610,0.0,2,0,2,0
11560-696,373.35,14,976,0,1140
11560-891,280.59,6,480,0,580
11440-989,0.0,2,0,2,0
11710-100557562,195.83,6,394,0,501
11500-100331772,70.66,2,0,0,0
11290-100222852,199.97,2,18,0,18
11290-656,269.82,20,1377,0,1693
11740-621,0.0,2,0,2,0
11740-622,22.59,2,0,2,0
11740-623,0.0,2,0,2,0
11740-626,94.2,2,0,2,0
11500-100266952,375.86,2,0,0,23
11590-68,0.0,2,0,1,0
11500-784,295.71,8,206,0,208
11680-104,0.0,4,261,0,0
11680-33,249.89,3,117,0,317
11170-142,443.18,2,82,0,64
11215-456,0.0,2,0,0,0
11740-678,103.99,2,0,2,0
11215-470,0.0,1,0,0,0
11110-125,0.0,3,0,1,0
11200-100228598,54.66,2,0,0,6
11440-363,0.0,4,0,4,0
11200-998,289.6,4,728,0,209
11200-382,0.0,0,0,6,0
11710-432,0.0,2,0,0,0
11470-100228028,198.86,2,18,0,14
11560-1566,0.0,2,0,2,0
11560-1148,0.0,2,0,1,0
11440-367,0.0,6,0,5,0
11440-368,0.0,2,0,2,0
11215-164,153.56,2,0,1,4
11440-381,0.0,2,0,2,0
11500-812,4.78,2,0,0,0
11530-100199980,199.49,2,16,0,14
11530-511,0.0,2,0,1,0
11620-659,0.0,2,0,0,0
11410-429,0.0,2,0,2,0
11410-449,0.0,2,0,2,0
11410-451,0.0,3,0,3,0
11410-452,0.0,2,0,2,0
11620-667,0.0,2,0,5,0
11620-673,0.0,2,0,2,0
11545-815,0.0,4,260,0,0
11740-100242170,199.69,2,24,0,18
11560-779,0.0,2,0,2,0
11350-503,118.31,15,0,0,880
11260-100248750,199.4709,2,19,0,27
11440-665,0.0,2,0,1,0
11380-100213550,35.74,2,0,0,6
11620-690,0.0,3,0,3,0
11500-447,69.92,4,12,0,73
11380-480,0.0,2,0,2,0
11620-7,0.0,2,4,0,0
11620-700,0.0,2,0,2,0
11590-100235626,187.63,2,28,0,16
11305-124,0.0,5,54,0,0
11380-100260758,199.85,2,20,0,16
11530-100185962,234.87,6,205,0,215
11545-413,103.89,3,0,0,32
11410-97,0.0,5,0,5,0
11620-709,160.88,2,19,0,9
11545-642,324.94,2,0,0,104
11620-72,0.0,2,0,2,0
11410-98,0.0,2,0,2,0
11410-99,0.0,5,0,5,0
11560-100195616,23.33,4,0,0,3
11710-235,62.26,4,0,0,56
11710-130,0.0,2,15,0,0
11440-1147,0.0,3,0,3,0
11440-1149,0.0,2,0,2,0
11710-137,0.0,2,12,0,0
11200-218,0.0,0,0,0,0
11710-169,0.0,2,0,0,8
11710-17,0.0,2,0,2,0
11440-1173,0.0,2,0,2,0
11710-172,0.0,2,0,6,1
11440-1174,0.0,4,0,4,0
11710-18,0.0,2,0,1,0
11440-1175,0.0,4,0,4,0
11440-1176,0.0,12,0,0,0
11380-100188763,185.27,8,570,0,0
11440-118,0.0,2,0,0,0
11140-222,130.38,4,0,0,0
11740-424,5.54,2,0,0,111
11545-100220559,297.46,14,1743,0,2282
11440-1198,0.0,2,0,2,0
11545-759,0.0,2,100,1,0
11440-1199,0.0,2,0,2,0
11590-405,166.2331,2,0,0,183
11290-1379,219.59,6,460,0,678
11710-206,0.0,2,0,6,2
11500-100294099,93.27,7,0,0,215
11440-990,0.0,2,0,2,0
11410-273,66.5,4,0,0,44
11440-991,0.0,2,0,2,0
11530-100204790,210.87,2,20,0,16
11410-436,198.91,4,0,0,46
11545-355,0.0,3,0,3,0
11440-992,0.0,2,0,2,0
11650-100210036,202.31,4,0,0,168
11620-185,109.56,4,0,4,21
11440-16,0.0,2,0,1,0
11740-646,0.0,2,0,12,0
11740-647,0.0,2,12,0,0
11590-730,72.51,2,0,0,44
11110-671,76.12,5,0,0,130
11140-536,54.4471,5,0,0,39
11740-651,0.0,2,13,0,0
11290-100259131,0.0,0,0,0,0
11440-998,0.0,6,0,6,0
11530-50,296.42,1,109,0,124
11740-660,1.76,2,0,2,0
11590-100217207,88.73,1,0,0,82
11470-100196005,167.71,2,23,0,14
11440-456,293.28,4,239,0,258
11470-100196927,199.58,3,29,0,24
11470-100197885,196.62,2,16,0,10
11740-67,0.0,2,0,2,0
11470-100197961,105.47,2,0,11,9
11470-100198265,199.69,2,24,0,22
11560-100265889,61.91,2,0,0,0
11560-100265910,176.48,2,27,0,15
11560-1170,0.0,1,0,0,0
11740-685,0.0,3,0,3,0
11440-940,0.0,2,0,2,0
11710-100528402,244.42,3,0,0,113
11710-425,58.01,13,0,0,420
11710-8,59.47,2,0,0,4
11740-490,271.98,2,0,0,99
11320-100193268,116.13,3,0,0,9
11545-202,3.77,2,0,2,0
11560-100197494,0.0,2,0,0,2
11320-149,0.0,2,0,0,0
11545-424,121.05,2,0,2,0
11350-578,197.23,7,775,0,281
11545-100258871,299.99,2,0,0,58
11530-100200760,184.92,2,23,0,19
11590-100216365,72.43,3,0,0,44
11215-100196839,0.0,2,0,0,0
11140-499,0.0,0,0,1,0
11500-879,130.49,2,0,0,20
11170-32,34.73,6,0,0,86
11260-100244330,357.21,2,32,0,42
11320-100198424,86.36,2,0,0,46
11290-100187046,359.88,4,236,0,341
11560-1476,0.0,2,0,0,0
11320-100185778,0.0,8,660,0,0
11320-399,288.76,6,366,0,371
11530-536,0.0,1,0,2,0
11440-457,51.43,2,0,2,0
11440-460,0.0,4,0,4,0
11740-100249806,199.78,3,44,0,31
11350-100200771,66.741,3,0,0,705
11620-97,0.0,2,10,0,0
11305-100199401,226.97,2,12,0,11
11500-100333372,203.0,2,0,0,90
11545-100249933,185.76,2,32,0,21
11380-100284094,193.89,2,26,0,13
11500-100317335,182.96,2,0,0,414
11650-103,0.0,2,158,0,0
11650-105,0.0,3,12,0,0
11545-173,74.77,3,0,0,44
11530-100242428,199.65,2,25,0,19
11530-100245833,150.85,2,28,0,20
11530-100245893,184.89,2,20,0,16
11440-100266903,94.07,2,0,1,0
11650-3,120.34,8,252,0,221
11590-679,0.0,5,0,0,0
11590-697,0.0,4,8,0,0
11290-100257151,108.0,5,166,0,71
11290-1201,60.56,11,0,0,156
11305-100236353,168.77,2,22,0,17
11650-128,148.58,2,0,0,43
11740-444,0.0,1,198,0,181
11140-593,3.502,9,0,0,0
11650-14,0.0,2,9,0,0
11500-100333892,299.95,2,0,0,61
11440-123,0.0,2,0,2,0
11260-100247490,213.36,2,20,0,16
11260-100248289,346.28,2,29,0,29
11620-100268188,192.46,3,25,0,18
11560-100239228,22.67,3,0,1,0
11560-100244725,299.73,2,0,0,38
11440-1242,0.0,2,0,2,0
11440-1252,0.0,2,0,2,0
11110-100221705,46.433,3,2,0,4
11710-100237969,83.47,2,0,0,39
11140-100236706,248.85,3,176,0,176
11290-951,94.46,2,0,1,0
11440-1257,0.0,2,0,2,0
11710-261,0.0,2,0,2,0
11710-262,0.0,3,0,7,0
11440-1259,0.0,1,0,1,0
11710-265,0.0,2,12,0,6
11710-266,0.0,2,12,0,0
11710-249,159.14,3,0,0,20
11110-559,132.07,2,0,0,47
11710-271,0.0,2,15,0,0
11305-100208021,199.88,2,15,0,13
11530-100223993,199.94,2,15,0,12
11710-277,0.0,4,3,3,0
11320-100209514,299.97,5,0,0,133
11560-570,0.0,3,280,0,0
11350-100204931,199.96,2,16,0,15
11710-283,0.0,0,299,0,0
11740-692,0.0,2,0,2,0
11440-100184213,0.0,0,0,0,0
11740-697,0.0,2,0,15,0
11320-381,108.32,2,0,0,159
11740-701,89.49,2,0,2,0
11740-704,85.12,1,0,5,0
11470-110,0.0,2,0,2,0
11440-100242956,199.26,2,20,0,16
11320-396,370.72,2,183,0,0
11350-100195991,0.0,48,0,0,999
11470-100232920,180.17,2,29,0,22
11740-712,0.0,2,0,6,0
11500-839,111.26,2,0,0,53
11740-715,93.76,2,0,5,0
11470-116,0.0,3,0,3,0
11230-1034,398.15,3,617,0,395
11320-8,60.02,5,0,0,47
11350-687,75.73,3,0,0,57
11740-726,142.67,2,19,0,0
11560-100261351,193.66,2,0,0,67
11620-391,69.83,4,0,0,55
11710-435,159.3,2,0,0,35
11740-75,0.0,3,0,3,0
11740-78,0.0,3,0,6,0
11410-100240763,244.73,12,497,0,586
11500-251,118.57,3,0,0,62
11590-100247753,205.3139,25,1073,0,1352
11620-205,53.38,3,0,0,45
11740-86,0.0,3,18,0,4
11650-248,48.04,3,0,0,2
11680-100292983,199.95,2,29,0,16
11500-100276784,173.87,2,19,0,16
11440-100203868,47.27,2,0,0,0
11560-100200970,0.0,2,0,2,0
11530-100217913,248.65,2,0,0,49
11560-833,0.0,2,0,2,0
11560-1539,0.0,13,0,13,0
11290-1611,0.0,3,0,4,0
11215-42,0.0,2,0,2,0
11320-100216235,246.31,3,29,0,32
11215-100187279,77.27,55,0,0,2055
11320-134,283.62,28,2678,0,0
11290-100181764,230.44,22,864,0,1126
11320-100214795,149.35,2,30,0,15
11410-384,135.23,3,88,0,101
11410-531,0.0,3,17,0,0
11650-148,0.0,2,12,0,0
11650-150,0.0,2,6,0,0
11530-100249047,199.36,2,22,0,18
11650-100240694,225.82,14,1077,0,1185
11545-183,80.33,2,0,7,0
11710-628,324.23,4,257,0,285
11650-158,0.0,2,4,0,0
11560-100224738,625.32,3,0,0,232
11560-1702,102.04,3,0,0,0
11650-160,99.69,2,9,0,2
11650-161,0.0,2,12,0,0
11650-162,0.0,2,9,0,0
11650-163,0.0,2,9,0,0
11590-100186330,174.96,24,0,0,1459
11110-578,69.95,6,0,0,146
11290-100264211,192.5,3,17,0,15
11215-66,398.06,6,654,0,515
11320-520,82.52,0,12,0,3
11650-170,0.0,2,12,0,0
11230-100210113,199.84,3,29,0,24
11230-100246174,198.75,3,30,0,24
11650-179,0.0,2,10,0,0
11650-181,0.0,2,16,0,0
11560-1802,0.0,4,0,0,0
11320-100191805,79.71,2,0,0,53
11650-197,21.58,1,0,1,0
11320-100215254,199.44,4,38,0,31
11320-100215874,299.48,6,0,0,162
11320-14,61.62,3,0,0,5
11710-100525814,199.61,2,20,0,16
11320-203,0.0,0,0,2,0
11380-100222689,179.0,2,0,1,6
11530-312,89.54,3,0,0,16
11440-1270,0.0,2,0,2,0
11440-1277,0.0,2,0,1,0
11440-1284,0.0,2,0,2,0
11230-1126,0.0,0,0,1,0
11230-1368,0.0,5,600,0,0
11110-100198570,172.59,2,0,0,0
11680-100288508,333.02,3,0,0,79
11290-1270,97.84,25,0,0,1243
11440-131,0.0,2,0,2,0
11200-765,0.0,2,0,0,0
11440-1314,0.0,8,0,0,0
11440-1319,0.0,2,0,2,0
11440-132,0.0,2,0,2,0
11380-100302215,199.93,2,19,0,14
11410-85,175.66,2,76,0,36
11305-100217304,196.9,2,20,0,16
11440-1329,0.0,2,0,1,0
11710-36,0.0,2,0,2,0
11440-133,0.0,2,0,2,0
11680-100292324,248.86,2,0,0,123
11320-364,126.69,3,48,0,56
11560-1634,0.0,2,0,1,0
11440-1334,81.45,3,0,3,0
11440-1335,0.0,2,0,2,0
11440-134,0.0,2,0,2,0
11650-100192579,269.99,28,2444,0,4368
11680-357,45.07,3,0,0,0
11740-91,0.0,2,10,0,0
11590-100249074,63.76,2,0,0,39
11740-93,0.0,2,18,0,8
11740-97,0.0,2,12,0,0
11440-100248339,114.27,2,0,0,20
11710-100518201,216.16,8,818,0,886
11680-174,0.0,3,144,0,0
11590-1036,233.7,4,223,0,320
11650-527,59.36,2,0,0,27
11680-176,0.0,3,247,0,0
11680-180,248.25,10,650,0,0
11680-183,247.71,8,498,0,0
11200-1132,0.0,0,0,1,0
11620-607,0.0,4,0,3,0
11740-703,154.55,2,0,1,2
11710-100523822,199.83,2,20,0,16
11680-155,79.33,2,8,0,0
11680-160,139.32,5,231,0,0
11590-739,0.0,2,22,0,0
11680-19,162.66,2,0,0,11
11680-161,0.0,2,128,0,0
11440-100253924,171.29,3,28,0,20
11680-167,0.0,2,21,0,0
11320-91,234.93,4,190,0,260
11440-471,0.0,2,0,2,0
11530-703,180.65,2,0,0,10
11680-195,0.0,8,559,0,0
11440-480,0.0,2,0,2,0
11560-1383,0.0,2,0,1,0
11680-206,0.0,5,296,0,0
11680-207,0.0,4,343,0,0
11680-222,0.0,2,12,0,0
11680-223,0.0,3,15,0,0
11680-226,0.0,3,18,0,0
11680-227,109.2,14,496,0,0
11680-23,102.27,3,0,0,18
11350-285,252.08,13,1426,0,1858
11200-1226,138.75,2,0,0,139
11350-387,0.0,5,0,5,0
11350-453,0.0,5,690,0,0
11380-100212289,193.75,10,423,0,498
11305-668,0.0,2,0,2,0
11440-498,0.0,2,0,1,0
11380-100212752,149.55,9,334,0,546
11380-100213629,204.89,2,18,0,18
11305-100229912,196.78,2,27,0,21
11500-100222980,199.53,2,20,0,16
11110-100180043,4.59,18,0,0,0
11305-289,81.93,3,0,0,0
11305-679,0.0,10,0,1,0
11320-100212716,149.96,3,29,0,24
11440-502,0.0,2,0,2,0
11440-508,0.0,2,0,2,0
11440-509,0.0,2,0,2,0
11500-100229991,192.51,2,20,0,16
11320-527,0.0,0,167,0,147
11650-229,0.0,4,360,0,0
11350-100209572,35.97,3,0,0,78
11350-100209732,188.43,2,24,0,12
11350-100211072,199.89,4,35,0,28
11350-100212012,199.45,2,20,0,13
11350-100212052,147.27,2,29,0,24
11350-100212332,199.99,2,22,0,18
11650-239,258.53,2,240,0,246
11350-17,0.0,9,0,9,0
11410-100181639,0.0,2,0,2,0
11590-100195554,11.54,11,0,0,8
11620-169,294.51,23,2104,0,2110
11620-543,0.0,3,0,3,0
11650-100222816,129.26,11,310,0,332
11680-100208267,169.73,16,546,0,850
11440-101,0.0,2,0,0,0
11710-100524242,30.14,4,0,0,6
11710-305,267.04,3,0,0,163
11440-1012,0.0,2,0,2,0
11650-100227914,204.3,12,547,0,695
11440-1017,0.0,2,0,2,0
11650-275,0.0,9,0,9,0
11440-1018,0.0,2,0,2,0
11650-277,0.0,3,0,3,0
11440-1019,0.0,2,0,2,0
11650-100229934,241.96,9,482,0,603
11650-100238714,138.45,12,585,0,615
11650-100244047,141.92,2,0,0,80
11710-100539182,186.9,10,560,0,584
11380-100267865,66.05,2,1,0,1
11380-100272372,81.57,2,1,0,2
11380-100293334,33.46,2,0,0,1
11530-100224654,195.43,8,80,0,65
11530-603,358.35,10,829,0,832
11710-415,0.0,2,0,2,0
11440-136,0.0,2,0,1,0
11110-473,38.3914,8,0,0,94
11440-1363,0.0,2,0,2,0
11290-1024,0.0,2,0,2,0
11530-100262727,189.89,2,23,0,16
11650-100284415,201.37,2,0,12,17
11710-457,0.0,2,13,0,0
11380-100201006,213.02,2,18,0,15
11440-405,0.0,2,0,0,0
11215-100216897,190.31,2,20,0,16
11440-1378,9.92,1,0,1,0
11440-1380,0.0,1,0,0,0
11710-472,0.0,2,0,0,0
11440-1384,19.42,4,0,3,0
11440-1385,0.0,1,0,1,0
11500-100334073,248.8,3,44,0,42
11230-32,194.16,3,0,0,0
11560-100192322,76.35,3,0,0,0
11590-771,271.47,2,161,0,164
11230-100256895,199.96,4,41,0,33
11440-1067,77.9,2,0,0,0
11305-100213482,191.63,2,15,0,11
11200-1219,0.0,0,0,0,5
11200-1222,247.61,5,269,0,308
11110-133,0.0,2,0,0,0
11200-1228,191.65,2,0,0,80
11200-331,243.91,4,323,0,386
11200-340,165.98,8,0,3,0
11545-100212157,199.87,2,19,0,16
11380-100293241,149.66,3,35,0,26
11410-100181802,0.0,5,0,3,0
11290-100258050,0.0,0,0,0,0
11530-100231293,199.82,2,26,0,16
11710-100525943,69.87,2,0,0,0
11470-15,203.4,2,20,0,5
11500-100336327,359.98,2,27,0,47
11560-275,0.0,3,0,3,0
11440-1448,0.0,3,0,3,0
11740-100250526,199.43,2,20,0,13
11470-19,0.0,2,0,2,0
11110-210,0.0,2,0,2,0
11470-200,0.0,2,0,2,0
11290-1043,0.0,2,0,2,0
11290-1058,90.78,7,0,0,14
11590-100234487,186.93,2,23,0,18
11140-404,0.0,0,0,1,0
11140-560,0.0,0,0,1,0
11530-100229353,195.53,2,29,0,22
11680-234,0.0,2,184,0,0
11230-1030,0.0,0,0,2,0
11230-1031,0.0,0,0,2,0
11680-245,0.0,2,8,0,0
11680-248,0.0,4,255,0,0
11470-100183867,249.55,2,60,0,60
11470-654,62.51,2,0,0,38
11680-100294105,52.95,2,0,0,0
11680-250,0.0,5,10,0,0
11680-251,0.0,5,375,0,0
11680-233,0.0,2,263,0,0
11110-560,65.52,4,0,0,47
11680-253,0.0,6,18,0,0
11440-557,82.13,9,0,1,0
11305-100196614,199.96,2,20,0,16
11470-100198844,149.56,3,0,0,18
11680-256,0.0,3,20,0,0
11545-68,62.03,2,0,0,0
11680-257,0.0,4,28,0,0
11680-259,0.0,4,167,0,0
11680-261,0.0,5,15,0,0
11680-262,0.0,3,9,0,0
11320-66,56.64,2,0,0,0
11680-264,0.0,4,12,0,0
11290-100216214,0.0,2,0,0,0
11680-265,0.0,2,6,0,0
11680-267,0.0,2,15,0,0
11680-269,198.8,2,16,0,32
11230-1036,0.0,0,0,4,0
11230-1037,220.17,2,0,0,0
11500-100274485,24.63,2,0,0,0
11500-263,186.81,6,1065,0,245
11350-307,41.14,2,0,0,11
11410-100189429,162.246,2,0,0,26
11470-100183593,189.11,2,16,0,16
11680-274,0.0,2,6,0,0
11680-278,0.0,2,12,0,0
11680-284,0.0,2,14,0,0
11680-287,0.0,2,12,0,0
11680-289,0.0,1,4,0,0
11680-29,0.0,7,476,0,0
11680-294,0.0,2,15,0,0
11380-100214549,249.57,2,12,0,12
11380-100279694,180.48,3,35,0,27
11590-473,0.0,2,0,2,0
11590-474,0.0,1,0,5,0
11380-100280034,175.22,2,28,0,23
11260-100189145,161.59,3,19,0,20
11380-100280330,199.36,2,19,0,15
11380-100280688,199.54,2,30,0,17
11590-479,0.0,2,0,0,0
11380-100281334,193.6,2,28,0,20
11380-100281414,149.62,2,24,0,12
11590-483,8.6,3,0,0,0
11410-100209873,78.03,2,1,0,1
11500-100295652,187.35,2,16,0,12
11380-100284174,199.75,2,29,0,18
11500-568,31.49,10,0,0,0
11380-100285374,199.95,2,20,0,16
11380-100285514,232.7,2,20,0,17
11440-100252509,0.0,9,0,0,0
11590-498,0.0,2,0,2,0
11440-100254784,199.83,2,29,0,21
11380-100286974,163.82,2,28,0,22
11590-500,0.0,2,0,0,0
11440-100255203,198.46,2,29,0,21
11380-332,58.29,7,0,0,0
11380-686,59.05,2,0,1,1
11380-802,61.25,5,0,0,147
11440-100251918,270.0374,7,497,0,587
11215-509,0.0,3,0,1,0
11500-100216621,0.8,9,0,0,0
11545-100189865,87.53,2,0,0,18
11650-100284435,206.86,2,29,0,19
11215-100223118,149.58,2,16,0,12
11530-100230773,198.7,2,29,0,22
11680-218,0.0,61,2841,0,0
11545-100241251,499.98,4,0,0,802
11545-100252091,149.81,2,28,0,18
11560-516,2.4,2,0,0,3
11350-21,0.0,3,0,3,0
11140-1095,0.0,3,0,1,0
11170-100216419,80.6432,8,0,0,492
11320-249,74.35,10,0,0,0
11680-249,0.0,2,14,0,0
11590-556,0.0,3,0,3,0
11590-557,0.0,2,0,2,0
11590-558,0.0,3,0,3,0
11350-155,219.57,7,498,0,666
11590-565,0.0,2,0,3,0
11410-507,80.46,3,0,0,5
11530-100234633,180.83,3,32,0,26
11650-100236283,129.1,10,256,0,387
11215-78,75.0,3,0,0,7
11170-112,234.33,2,0,0,303
11170-100179081,42.93,4,0,0,38
11260-606,53.87,4,0,0,0
11500-100319451,299.75,2,0,0,37
11530-790,42.0374,2,0,4,0
11110-100222605,68.3,2,0,2,2
11680-228,0.0,3,197,0,0
11110-100222608,72.72,2,0,2,2
11320-100220527,149.98,4,36,0,30
11740-100249576,199.96,2,28,0,20
11440-100,0.0,3,0,0,0
11590-728,193.41,2,12,0,12
11530-100245493,0.0,2,0,0,0
11680-225,109.16,23,740,0,0
11290-1138,199.29,12,528,0,588
11650-100209587,211.6,2,16,0,13
11545-100240691,248.58,2,24,0,18
11290-218,0.0,2,0,2,0
11650-501,20.44,6,0,0,22
11680-100276255,199.41,2,29,0,15
11710-100525522,199.56,2,39,0,20
11650-100210197,132.18,3,0,0,17
11350-88,89.94,2,0,0,8
11290-1519,0.0,2,0,4,0
11650-100210615,269.6989,5,0,0,699
11290-1521,0.0,2,0,2,0
11290-1737,0.0,2,0,2,0
11470-100220532,76.47,5,0,0,42
11290-1739,0.0,2,0,2,0
11320-12,0.0,0,0,0,0
11290-1754,69.15,3,0,0,23
11320-100203440,0.0,0,0,0,0
11320-100215374,136.05,2,13,0,13
11215-100229167,199.96,2,28,0,20
11500-100317932,298.59,2,40,0,48
11215-100229825,199.84,2,24,0,18
11650-100211259,71.51,3,0,0,173
11650-100213863,190.85,2,26,0,15
11650-100218453,199.4,2,16,0,13
11110-207,0.0,14,1006,0,0
11110-487,0.0,4,570,0,0
11110-488,0.0,3,0,3,0
11110-489,0.0,3,0,3,0
11110-494,0.0,3,0,3,0
11110-684,0.0,5,0,2,0
11290-208,0.0,2,0,2,0
11680-297,0.0,2,12,0,0
11305-100197472,199.88,2,16,0,15
11410-100193802,0.0,4,0,0,0
11440-798,0.0,2,19,0,7
11500-100222379,199.77,2,23,0,17
11680-295,0.0,2,12,0,0
11560-1423,0.0,3,0,1,0
11560-14,0.0,3,0,2,0
11680-30,304.06,2,171,0,156
11680-301,0.0,2,12,0,0
11320-514,0.0,0,0,2,0
11320-526,0.0,0,0,1,0
11680-302,0.0,2,12,0,0
11680-303,0.0,2,7,0,0
11320-229,328.27,2,87,0,0
11320-294,0.0,3,75,0,0
11740-100195710,76.13,2,0,0,100
11680-307,220.15,2,19,0,13
11680-308,173.86,2,16,0,50
11590-578,0.0,2,0,2,0
11110-196,0.0,2,0,0,0
11110-532,0.0,2,0,1,0
11680-309,227.51,2,42,0,15
11590-587,103.55,2,0,1,0
11680-312,200.16,2,18,0,13
11470-100214165,196.26,2,29,0,21
11680-313,241.58,1,4,0,4
11680-32,58.93,7,0,0,118
11680-320,89.27,2,0,0,96
11680-321,296.25,5,271,0,400
11560-1790,0.0,3,0,1,0
11320-223,122.73,2,0,14,5
11560-752,0.0,2,0,0,0
11680-322,270.1,1,19,0,31
11620-143,200.31,5,180,0,211
11545-677,75.09,2,0,1,0
11110-49,0.0,3,0,1,0
11680-325,69.57,2,6,0,16
11200-919,0.0,0,0,3,0
11440-100257580,170.77,3,45,0,36
11320-519,0.0,0,576,0,0
11545-100214067,199.89,2,20,0,16
11440-100257643,199.16,2,40,0,20
11500-100298452,193.65,2,29,0,21
11440-692,0.0,3,0,3,0
11200-750,0.0,0,0,0,0
11305-364,0.0,2,0,1,0
11500-100199701,228.31,2,0,1,17
11440-733,281.03,12,553,0,628
11530-100234093,199.45,2,30,0,15
11545-490,213.57,2,0,18,0
11560-1030,0.0,2,0,0,0
11560-3,0.0,3,0,2,0
11380-180,4.45,2,0,0,0
11410-100181785,0.0,2,0,3,0
11215-100219097,148.174,2,16,0,13
11200-601,0.0,0,0,1,0
11560-1780,0.0,4,312,0,0
11560-1889,45.99,2,0,0,7
11620-100215785,15.36,3,0,0,108
11470-100183028,0.0,2,0,0,0
11200-251,0.0,0,0,2,0
11110-31,43.36,3,0,0,0
11140-1210,0.0,0,0,2,0
11200-261,0.0,0,0,1,0
11140-100238195,0.0,0,0,0,0
11170-71,142.23,2,0,2,0
11500-84,0.0,3,0,0,0
11410-464,244.9591,2,236,0,264
11740-226,0.0,4,0,4,0
11290-100253447,56.1,2,0,0,1
11530-696,398.58,2,0,0,0
11500-100259112,219.79,3,30,0,24
11560-100187244,216.79,7,284,0,418
11620-384,301.65,4,592,0,0
11440-919,0.0,2,0,0,0
11410-309,229.47,12,855,0,517
11320-187,0.0,2,0,2,0
11320-188,54.6,2,0,2,0
11320-189,0.0,2,0,2,0
11320-190,0.0,2,0,2,0
11110-530,0.0,3,0,1,0
11500-100226220,42.5,2,0,0,20
11650-4,119.908,7,300,0,308
11650-76,120.77,2,0,4,2
11320-197,0.0,0,0,3,0
11320-202,0.0,0,0,2,0
11320-204,0.0,0,0,2,0
11320-207,0.0,0,0,2,0
11320-345,247.48,9,658,0,388
11320-323,185.33,2,0,8,7
11320-325,97.73,5,0,1,12
11320-331,89.59,2,0,0,2
11320-332,55.91,2,0,0,7
11650-385,63.13,4,0,0,315
11320-368,50.17,2,0,2,0
11320-376,0.0,0,0,0,0
11470-100207405,59.44,13,0,0,0
11290-222,0.0,2,0,3,0
11320-100199361,199.86,2,18,0,14
11650-100220532,196.53,2,24,0,21
11500-100314600,196.45,2,30,0,25
11530-358,0.0,2,0,2,0
11290-224,0.0,2,0,2,0
11650-100221132,106.31,2,0,0,2
11140-100218774,145.84,4,29,0,22
11200-100210817,224.51,27,1702,0,2431
11350-536,0.0,1,132,0,0
11560-100194554,0.0,2,0,0,0
11545-100238091,187.39,2,24,0,18
11650-100233074,197.86,2,20,0,16
11545-778,26.58,4,0,0,9
11545-836,76.77,6,0,0,7
11290-270,0.0,2,0,2,0
11440-100207023,593.11,4,617,0,2322
11290-271,0.0,2,0,2,0
11170-160,75.97,3,0,0,63
11650-100234372,180.03,2,16,0,14
11440-775,266.79,6,973,0,779
11290-279,0.0,2,0,2,0
11230-376,0.0,2,0,3,0
11290-291,0.0,2,0,5,0
11380-100289174,149.98,3,29,0,24
11500-100213808,49.81,2,0,0,49
11290-294,0.0,2,0,2,0
11650-100243074,373.07,1,0,0,96
11440-151,161.19,2,0,16,7
11440-100226714,242.89,7,429,0,641
11650-100245654,199.6,2,16,0,13
11650-100246034,179.07,2,16,0,16
11740-529,163.644,3,0,1,15
11740-578,0.0,1,0,3,0
11380-100285214,191.95,2,20,0,12
11650-100246214,199.09,2,28,0,20
11290-438,63.69,3,0,0,3
11680-329,149.55,2,16,0,31
11680-332,277.85,1,67,0,82
11680-334,299.14,1,40,0,84
11680-330,200.24,2,16,0,13
11320-463,134.35,1,0,1,0
11320-486,0.0,0,0,3,0
11320-487,0.0,0,0,2,0
11320-488,0.0,0,0,1,0
11680-331,45.24,4,0,0,51
11320-495,0.0,0,0,2,0
11320-496,0.0,0,0,2,0
11320-497,0.0,0,0,3,0
11320-499,0.0,0,0,2,0
11680-336,149.77,2,16,0,33
11680-341,80.56,2,0,1,0
11320-503,0.0,0,0,2,0
11320-504,0.0,0,0,2,0
11320-515,0.0,0,0,2,0
11320-516,0.0,0,0,2,0
11320-517,0.0,0,0,1,0
11545-100224599,248.65,2,28,0,28
11680-342,29.34,2,0,0,0
11680-344,295.44,2,60,0,128
11680-347,231.63,1,49,0,83
11320-67,0.0,0,0,2,0
11320-68,0.0,0,0,2,0
11320-69,0.0,0,0,2,0
11680-35,264.81,2,0,0,20
11680-350,149.96,2,16,0,22
11500-100258452,199.8,2,26,0,21
11680-351,214.22,2,18,0,49
11680-352,111.81,2,0,0,4
11680-354,252.07,2,63,0,108
11200-1151,17.67,2,0,0,3
11680-356,298.94,4,160,0,239
11680-358,196.41,2,16,0,16
11305-100187104,72.03,3,0,0,5
11680-360,54.07,6,0,0,106
11215-100199256,144.18,2,0,0,9
11320-100202860,71.86,2,0,0,3
11470-100191184,64.1102,9,0,0,139
11470-100226042,199.35,2,23,0,19
11470-100226091,76.83,2,0,0,32
11470-100226149,193.27,2,26,0,15
11470-100226429,149.68,2,24,0,18
11470-100226648,249.73,2,24,0,34
11470-100226888,359.48,2,27,0,56
11470-100227168,194.35,2,23,0,15
11470-100227609,176.78,3,30,0,24
11470-100228108,347.32,2,28,0,37
11470-100228548,199.98,3,30,0,24
11500-100210758,45.38,2,0,0,35
11500-100255553,199.84,2,24,0,17
11530-100223133,199.92,3,29,0,24
11500-100301072,249.84,2,24,0,25
11500-100301392,199.01,2,26,0,21
